Kegg_ID	ModelSeed_ID
	rxn38602
	rxn38603
	rxn38604
	rxn38605
	rxn38606
	rxn38607
	rxn38608
	rxn38609
	rxn38610
	rxn38611
	rxn38612
	rxn38613
	rxn38614
	rxn38615
	rxn38616
	rxn38617
	rxn38618
	rxn38619
	rxn38620
	rxn38621
	rxn38622
	rxn38623
	rxn38624
	rxn38625
	rxn38626
	rxn38627
	rxn38628
	rxn38629
	rxn38630
	rxn38631
	rxn38632
	rxn38633
	rxn38634
	rxn38635
	rxn38636
	rxn38637
	rxn38638
	rxn38639
	rxn38640
	rxn38641
	rxn38642
	rxn38643
	rxn38644
	rxn38645
	rxn38646
	rxn38647
	rxn38648
	rxn38649
	rxn38650
	rxn38651
	rxn38652
	rxn38653
	rxn38654
	rxn38655
	rxn38656
	rxn38657
	rxn38658
	rxn38659
	rxn38660
	rxn38661
	rxn38662
	rxn38663
	rxn38664
	rxn38665
	rxn38666
R04304	rxn38667
R04304	rxn38668
R04304	rxn38669
R09254	rxn38670
	rxn38671
	rxn38672
	rxn38673
R03353	rxn38674
R03353	rxn38675
	rxn38676
R02872	rxn38677
	rxn38678
R02874	rxn38679
R04804	rxn38680
R04804	rxn38681
R01456	rxn38682
	rxn38683
	rxn38684
	rxn38685
	rxn38686
	rxn38687
	rxn38688
R00548	rxn38689
	rxn38690
R00174	rxn38691
R01909	rxn38692
R00278	rxn38693
R02493	rxn38694
	rxn38695
R00104	rxn38696
	rxn38697
	rxn38698
	rxn38699
	rxn38700
R03096	rxn38701
R03096	rxn38702
	rxn38703
	rxn38704
	rxn38705
R00527	rxn38706
	rxn38707
R02412	rxn38708
R02412	rxn38709
R02412	rxn38710
	rxn38711
	rxn38712
	rxn38713
	rxn38714
	rxn38715
	rxn38716
	rxn38717
R00617	rxn38718
	rxn38719
	rxn38720
	rxn38721
	rxn38722
	rxn38723
	rxn38724
	rxn38725
	rxn38726
	rxn38727
	rxn38728
	rxn38729
	rxn38730
	rxn38731
	rxn38732
	rxn38733
	rxn38734
	rxn38735
	rxn38736
	rxn38737
	rxn38738
	rxn38739
	rxn38740
	rxn38741
	rxn38742
	rxn38743
	rxn38744
	rxn38745
	rxn38746
	rxn38747
	rxn38748
	rxn38749
	rxn38750
	rxn38751
	rxn38752
	rxn38753
	rxn38754
	rxn38755
	rxn38756
	rxn38757
	rxn38758
	rxn38759
	rxn38760
	rxn38761
	rxn38762
	rxn38763
	rxn38764
	rxn38765
	rxn38766
	rxn38767
	rxn38768
	rxn38769
	rxn38770
	rxn38771
	rxn38772
	rxn38773
	rxn38774
	rxn38775
	rxn38776
	rxn38777
	rxn38778
	rxn38779
	rxn38780
	rxn38781
	rxn38782
	rxn38783
	rxn38784
	rxn38785
	rxn38786
	rxn38787
	rxn38788
	rxn38789
	rxn38790
	rxn38791
	rxn38792
	rxn38793
	rxn38794
	rxn38795
	rxn38796
	rxn38797
	rxn38798
	rxn38799
	rxn38800
	rxn38801
	rxn38802
	rxn38803
	rxn38804
	rxn38805
	rxn38806
R09738	rxn38807
R03856	rxn38808
	rxn38809
R09738	rxn38810
R03856	rxn38811
R02778	rxn38812
	rxn38813
	rxn38814
	rxn38815
	rxn38816
	rxn38817
R00684	rxn38818
	rxn38819
	rxn38820
	rxn38821
	rxn38822
	rxn38823
R01385	rxn38824
	rxn38825
	rxn38826
R00291	rxn38827
	rxn38828
R00291	rxn38829
R00964	rxn38830
R00964	rxn38831
R00968	rxn38832
R00968	rxn38833
R07237	rxn38834
R01432	rxn38835
	rxn38836
	rxn38837
	rxn38838
	rxn38839
	rxn38840
	rxn38841
	rxn38842
	rxn38843
	rxn38844
	rxn38845
	rxn38846
	rxn38847
	rxn38848
	rxn38849
	rxn38850
	rxn38851
	rxn38852
	rxn38853
	rxn38854
	rxn38855
	rxn38856
	rxn38857
	rxn38858
	rxn38859
	rxn38860
	rxn38861
R00203	rxn38862
	rxn38863
	rxn38864
	rxn38865
	rxn38866
	rxn38867
	rxn38868
	rxn38869
	rxn38870
	rxn38871
	rxn38872
	rxn38873
	rxn38874
	rxn38875
	rxn38876
	rxn38877
	rxn38878
	rxn38879
	rxn38880
	rxn38881
	rxn38882
	rxn38883
	rxn38884
R01392	rxn38885
	rxn38886
R00648	rxn38887
R00366	rxn38888
	rxn38889
R00729	rxn38890
	rxn38891
	rxn38892
	rxn38893
	rxn38894
	rxn38895
	rxn38896
	rxn38897
	rxn38898
	rxn38899
	rxn38900
	rxn38901
	rxn38902
	rxn38903
R08747	rxn38904
	rxn38905
	rxn38906
	rxn38907
	rxn38908
R01251	rxn38909
R01248	rxn38910
	rxn38911
	rxn38912
	rxn38913
	rxn38914
	rxn38915
	rxn38916
	rxn38917
	rxn38918
	rxn38919
	rxn38920
	rxn38921
	rxn38922
	rxn38923
	rxn38924
	rxn38925
	rxn38926
	rxn38927
	rxn38928
	rxn38929
	rxn38930
	rxn38931
	rxn38932
	rxn38933
	rxn38934
	rxn38935
	rxn38936
	rxn38937
	rxn38938
	rxn38939
	rxn38940
	rxn38941
	rxn38942
	rxn38943
	rxn38944
	rxn38945
	rxn38946
	rxn38947
	rxn38948
	rxn38949
	rxn38950
	rxn38951
	rxn38952
	rxn38953
	rxn38954
	rxn38955
	rxn38956
	rxn38957
	rxn38958
	rxn38959
	rxn38960
	rxn38961
	rxn38962
	rxn38963
	rxn38964
	rxn38965
	rxn38966
	rxn38967
	rxn38968
R07140	rxn38969
R06983	rxn38970
R09281	rxn38971
R01644	rxn38972
	rxn38973
	rxn38974
	rxn38975
	rxn38976
	rxn38977
	rxn38978
	rxn38979
	rxn38980
R06171	rxn38981
	rxn38982
	rxn38983
	rxn38984
	rxn38985
	rxn38986
	rxn38987
	rxn38988
	rxn38989
	rxn38990
	rxn38991
	rxn38992
	rxn38993
	rxn38994
	rxn38995
	rxn38996
	rxn38997
	rxn38998
	rxn38999
	rxn39000
	rxn39001
	rxn39002
	rxn39003
	rxn39004
	rxn39005
	rxn39006
	rxn39007
	rxn39008
	rxn39009
	rxn39010
	rxn39011
	rxn39012
	rxn39013
	rxn39014
	rxn39015
	rxn39016
	rxn39017
	rxn39018
	rxn39019
	rxn39020
	rxn39021
	rxn39022
	rxn39023
	rxn39024
	rxn39025
	rxn39026
	rxn39027
	rxn39028
	rxn39029
	rxn39030
	rxn39031
	rxn39032
	rxn39033
	rxn39034
	rxn39035
	rxn39036
	rxn39037
R07403	rxn39038
	rxn39039
	rxn39040
R06953	rxn39041
	rxn39042
	rxn39043
	rxn39044
	rxn39045
	rxn39046
	rxn39047
	rxn39048
	rxn39049
	rxn39050
	rxn39051
	rxn39052
	rxn39053
	rxn39054
	rxn39055
	rxn39056
	rxn39057
	rxn39058
	rxn39059
	rxn39060
	rxn39061
	rxn39062
	rxn39063
	rxn39064
	rxn39065
	rxn39066
	rxn39067
	rxn39068
	rxn39069
R06204	rxn39070
	rxn39071
	rxn39072
	rxn39073
	rxn39074
	rxn39075
	rxn39076
	rxn39077
	rxn39078
	rxn39079
	rxn39080
	rxn39081
	rxn39082
	rxn39083
	rxn39084
	rxn39085
R03542	rxn39086
	rxn39087
	rxn39088
	rxn39089
	rxn39090
	rxn39091
	rxn39092
	rxn39093
	rxn39094
	rxn39095
	rxn39096
	rxn39097
	rxn39098
	rxn39099
	rxn39100
	rxn39101
	rxn39102
	rxn39103
	rxn39104
	rxn39182
	rxn39241
	rxn39242
	rxn39243
	rxn39250
R00057	rxn39257
R00083	rxn39258
R00119	rxn39259
R00152	rxn39260
R00294	rxn39261
R00305	rxn39262
R00361	rxn39263
R00389	rxn39264
R00392	rxn39265
R00394	rxn39266
R00453	rxn39267
R00457	rxn39268
R00606	rxn39269
R00611	rxn39270
R00630	rxn39271
R00811	rxn39272
R00849	rxn39273
R00910	rxn39275
R00912	rxn39276
R00916	rxn39277
R00949	rxn39278
R00960	rxn39279
R01044	rxn39280
R01078	rxn39281
R01110	rxn39282
R01146	rxn39283
R01178	rxn39284
R01235	rxn39285
R01253	rxn39286
R01305	rxn39287
R01309	rxn39288
R01347	rxn39289
R01348	rxn39290
R01349	rxn39291
R01350	rxn39292
R01351	rxn39293
R01352	rxn39294
R01407	rxn39295
R01462	rxn39298
R01488	rxn39299
R01489	rxn39300
R01490	rxn39301
R01491	rxn39302
R01535	rxn39303
R01565	rxn39304
R01660	rxn39305
R01699	rxn39306
R01700	rxn39307
R01701	rxn39308
R01702	rxn39309
R01718	rxn39310
R01802	rxn39311
R01868	rxn39312
R01887	rxn39313
R01924	rxn39314
R01940	rxn39315
R02000	rxn39316
R02002	rxn39317
R02027	rxn39318
R02052	rxn39319
R02053	rxn39320
R02054	rxn39321
R02057	rxn39322
R02109	rxn39323
R02112	rxn39324
R02115	rxn39325
R02164	rxn39326
R02192	rxn39327
R02207	rxn39328
R02209	rxn39329
R02239	rxn39330
R02240	rxn39331
R02251	rxn39332
R02315	rxn39333
R02317	rxn39334
R02364	rxn39335
R02365	rxn39336
R02395	rxn39337
R02396	rxn39338
R02397	rxn39339
R02398	rxn39340
R02409	rxn39341
R02451	rxn39342
R02488	rxn39343
R02537	rxn39344
R02539	rxn39345
R02540	rxn39346
R02571	rxn39347
R02600	rxn39348
R02654	rxn39349
R02662	rxn39350
R02671	rxn39351
R02687	rxn39352
R02688	rxn39353
R02689	rxn39354
R02691	rxn39355
R02692	rxn39356
R02693	rxn39357
R02694	rxn39358
R02732	rxn39359
R02738	rxn39360
R02746	rxn39361
R02804	rxn39362
R02806	rxn39363
R02808	rxn39364
R02809	rxn39365
R02818	rxn39366
R02822	rxn39367
R02847	rxn39368
R02854	rxn39369
R02856	rxn39370
R02943	rxn39371
R02945	rxn39372
R02946	rxn39373
R02949	rxn39374
R03039	rxn39375
R03102	rxn39376
R03103	rxn39377
R03107	rxn39378
R03136	rxn39379
R03169	rxn39380
R03171	rxn39381
R03172	rxn39382
R03174	rxn39383
R03175	rxn39384
R03215	rxn39385
R03248	rxn39386
R03270	rxn39387
R03286	rxn39388
R03332	rxn39389
R03360	rxn39390
R03361	rxn39391
R03362	rxn39392
R03363	rxn39393
R03364	rxn39394
R03378	rxn39395
R03381	rxn39396
R03383	rxn39397
R03416	rxn39398
R03417	rxn39399
R03435	rxn39400
R03513	rxn39401
R03522	rxn39402
R03527	rxn39403
R03539	rxn39404
R03541	rxn39405
R03550	rxn39406
R03557	rxn39407
R03609	rxn39408
R03611	rxn39409
R03613	rxn39410
R03624	rxn39411
R03645	rxn39412
R03698	rxn39413
R03708	rxn39414
R03727	rxn39415
R03728	rxn39416
R03754	rxn39417
R03755	rxn39418
R03756	rxn39419
R03763	rxn39420
R03764	rxn39421
R03771	rxn39422
R03797	rxn39423
R03807	rxn39424
R03813	rxn39425
R03817	rxn39426
R03838	rxn39427
R03840	rxn39428
R03862	rxn39429
R03871	rxn39430
R03872	rxn39431
R03899	rxn39432
R03921	rxn39433
R03925	rxn39434
R03935	rxn39435
R03939	rxn39436
R03955	rxn39437
R03973	rxn39438
R03975	rxn39439
R04034	rxn39440
R04096	rxn39441
R04097	rxn39442
R04103	rxn39443
R04104	rxn39444
R04121	rxn39445
R04124	rxn39446
R04155	rxn39447
R04158	rxn39448
R04187	rxn39449
R04188	rxn39450
R04198	rxn39451
R04199	rxn39452
R04225	rxn39453
R04242	rxn39454
R04283	rxn39455
R04333	rxn39456
R04350	rxn39457
R04366	rxn39458
R04368	rxn39459
R04384	rxn39460
R04390	rxn39461
R04469	rxn39462
R04470	rxn39463
R04472	rxn39464
R04477	rxn39465
R04482	rxn39466
R04484	rxn39467
R04511	rxn39468
R04514	rxn39469
R04527	rxn39470
R04613	rxn39471
R04617	rxn39472
R04860	rxn39473
R04975	rxn39476
R05035	rxn39477
R05053	rxn39478
R05062	rxn39479
R05064	rxn39480
R05080	rxn39481
R05088	rxn39482
R05118	rxn39483
R05126	rxn39484
R05127	rxn39485
R05152	rxn39486
R05166	rxn39487
R05175	rxn39488
R05188	rxn39489
R05189	rxn39490
R05190	rxn39491
R05198	rxn39492
R05212	rxn39493
R05285	rxn39494
R05316	rxn39495
R05325	rxn39496
R05333	rxn39497
R05352	rxn39498
R05453	rxn39499
R05456	rxn39500
R05487	rxn39501
R05493	rxn39502
R05521	rxn39503
R05522	rxn39504
R05526	rxn39505
R05547	rxn39506
R05623	rxn39508
R05626	rxn39509
R05629	rxn39510
R05792	rxn39511
R05810	rxn39512
R05812	rxn39513
R05901	rxn39514
R05902	rxn39515
R05903	rxn39516
R05904	rxn39517
R05905	rxn39518
R05906	rxn39519
R05907	rxn39520
R05908	rxn39521
R05909	rxn39522
R05910	rxn39523
R05911	rxn39524
R05912	rxn39525
R05913	rxn39526
R05914	rxn39527
R05915	rxn39528
R05917	rxn39529
R05920	rxn39530
R05921	rxn39531
R05923	rxn39532
R05924	rxn39533
R05925	rxn39534
R05926	rxn39535
R05927	rxn39536
R05928	rxn39537
R05929	rxn39538
R05930	rxn39539
R05931	rxn39540
R05932	rxn39541
R05933	rxn39542
R05934	rxn39543
R05935	rxn39544
R05936	rxn39545
R05944	rxn39546
R05945	rxn39547
R05947	rxn39548
R05950	rxn39549
R05951	rxn39550
R05952	rxn39551
R05953	rxn39552
R05954	rxn39553
R05955	rxn39554
R05957	rxn39555
R05958	rxn39556
R05959	rxn39557
R05960	rxn39558
R05961	rxn39559
R05962	rxn39560
R05964	rxn39561
R05965	rxn39562
R05966	rxn39563
R05967	rxn39564
R05970	rxn39565
R05971	rxn39566
R05972	rxn39567
R05974	rxn39568
R05975	rxn39569
R05977	rxn39570
R05978	rxn39571
R05979	rxn39572
R05980	rxn39573
R05981	rxn39574
R05985	rxn39575
R05986	rxn39576
R05987	rxn39577
R05988	rxn39578
R05989	rxn39579
R05990	rxn39580
R05991	rxn39581
R05992	rxn39582
R05995	rxn39583
R05996	rxn39584
R06011	rxn39585
R06013	rxn39586
R06014	rxn39587
R06021	rxn39588
R06025	rxn39589
R06026	rxn39590
R06029	rxn39591
R06032	rxn39592
R06033	rxn39593
R06037	rxn39594
R06038	rxn39595
R06039	rxn39596
R06059	rxn39597
R06064	rxn39598
R06075	rxn39599
R06076	rxn39600
R06079	rxn39601
R06089	rxn39602
R06090	rxn39603
R06094	rxn39604
R06095	rxn39605
R06097	rxn39606
R06112	rxn39607
R06117	rxn39608
R06118	rxn39609
R06122	rxn39610
R06127	rxn39611
R06129	rxn39612
R06133	rxn39613
R06135	rxn39614
R06136	rxn39615
R06139	rxn39616
R06140	rxn39617
R06143	rxn39618
R06145	rxn39619
R06149	rxn39620
R06150	rxn39621
R06151	rxn39622
R06153	rxn39623
R06155	rxn39624
R06157	rxn39625
R06162	rxn39626
R06163	rxn39627
R06164	rxn39628
R06165	rxn39629
R06167	rxn39630
R06168	rxn39631
R06169	rxn39632
R06172	rxn39633
R06173	rxn39634
R06176	rxn39635
R06177	rxn39636
R06179	rxn39637
R06181	rxn39638
R06182	rxn39639
R06187	rxn39640
R06188	rxn39641
R06189	rxn39642
R06190	rxn39643
R06191	rxn39644
R06192	rxn39645
R06193	rxn39646
R06197	rxn39647
R06198	rxn39648
R06202	rxn39649
R06205	rxn39650
R06207	rxn39651
R06208	rxn39652
R06210	rxn39653
R06213	rxn39654
R06215	rxn39655
R06216	rxn39656
R06221	rxn39657
R06222	rxn39658
R06224	rxn39659
R06227	rxn39660
R06230	rxn39661
R06231	rxn39662
R06232	rxn39663
R06234	rxn39664
R06235	rxn39665
R06238	rxn39666
R06239	rxn39667
R06240	rxn39668
R06242	rxn39669
R06243	rxn39670
R06244	rxn39671
R06245	rxn39672
R06246	rxn39673
R06247	rxn39674
R06249	rxn39675
R06260	rxn39676
R06273	rxn39677
R06274	rxn39678
R06282	rxn39679
R06283	rxn39680
R06299	rxn39681
R06301	rxn39682
R06302	rxn39683
R06303	rxn39684
R06304	rxn39685
R06313	rxn39686
R06319	rxn39687
R06351	rxn39688
R06354	rxn39689
R06357	rxn39690
R06368	rxn39691
R06372	rxn39692
R06375	rxn39693
R06376	rxn39694
R06377	rxn39695
R06378	rxn39696
R06379	rxn39697
R06382	rxn39698
R06383	rxn39699
R06384	rxn39700
R06385	rxn39701
R06386	rxn39702
R06387	rxn39703
R06388	rxn39704
R06389	rxn39705
R06390	rxn39706
R06391	rxn39707
R06393	rxn39708
R06399	rxn39709
R06400	rxn39710
R06401	rxn39711
R06404	rxn39712
R06406	rxn39713
R06417	rxn39714
R06419	rxn39715
R06420	rxn39716
R06423	rxn39717
R06426	rxn39718
R06430	rxn39719
R06438	rxn39720
R06446	rxn39721
R06449	rxn39722
R06453	rxn39723
R06454	rxn39724
R06457	rxn39725
R06460	rxn39726
R06461	rxn39727
R06515	rxn39728
R06518	rxn39729
R06528	rxn39730
R06538	rxn39731
R06547	rxn39732
R06586	rxn39733
R06588	rxn39734
R06623	rxn39735
R06625	rxn39736
R06633	rxn39737
R06634	rxn39738
R06635	rxn39739
R06637	rxn39740
R06641	rxn39741
R06642	rxn39742
R06643	rxn39743
R06644	rxn39744
R06645	rxn39745
R06670	rxn39746
R06677	rxn39747
R06679	rxn39748
R06682	rxn39749
R06683	rxn39750
R06685	rxn39751
R06687	rxn39752
R06688	rxn39753
R06689	rxn39754
R06690	rxn39755
R06691	rxn39756
R06692	rxn39757
R06693	rxn39758
R06696	rxn39759
R06697	rxn39760
R06700	rxn39761
R06703	rxn39762
R06704	rxn39763
R06719	rxn39764
R06722	rxn39765
R06744	rxn39766
R06768	rxn39767
R06775	rxn39768
R06776	rxn39769
R06777	rxn39770
R06778	rxn39771
R06790	rxn39772
R06791	rxn39773
R06807	rxn39774
R06808	rxn39775
R06867	rxn39776
R06880	rxn39777
R06887	rxn39778
R06889	rxn39779
R06892	rxn39780
R06893	rxn39781
R06902	rxn39782
R06986	rxn39783
R06997	rxn39784
R06998	rxn39785
R07039	rxn39786
R07107	rxn39787
R07121	rxn39788
R07129	rxn39789
R07131	rxn39790
R07148	rxn39791
R07152	rxn39792
R07155	rxn39793
R07158	rxn39794
R07159	rxn39795
R07180	rxn39796
R07232	rxn39797
R07249	rxn39798
R07255	rxn39799
R07256	rxn39800
R07257	rxn39801
R07265	rxn39802
R07288	rxn39803
R07289	rxn39804
R07356	rxn39805
R07358	rxn39806
R07361	rxn39807
R07450	rxn39808
R07451	rxn39809
R07455	rxn39810
R07457	rxn39811
R07458	rxn39812
R07487	rxn39813
R07514	rxn39814
R07525	rxn39815
R07526	rxn39816
R07530	rxn39817
R07531	rxn39818
R07533	rxn39819
R07537	rxn39820
R07561	rxn39821
R07568	rxn39822
R07569	rxn39823
R07572	rxn39824
R07598	rxn39825
R07600	rxn39826
R07602	rxn39827
R07604	rxn39828
R07605	rxn39829
R07609	rxn39830
R07610	rxn39831
R07611	rxn39832
R07614	rxn39833
R07615	rxn39834
R07616	rxn39835
R07617	rxn39836
R07619	rxn39837
R07620	rxn39838
R07621	rxn39839
R07622	rxn39840
R07623	rxn39841
R07624	rxn39842
R07625	rxn39843
R07628	rxn39844
R07632	rxn39845
R07635	rxn39846
R07653	rxn39847
R07654	rxn39848
R07663	rxn39849
R07686	rxn39850
R07697	rxn39851
R07716	rxn39852
R07739	rxn39853
R07745	rxn39854
R07747	rxn39855
R07767	rxn39856
R07768	rxn39857
R07772	rxn39858
R07774	rxn39859
R07775	rxn39860
R07796	rxn39862
R07799	rxn39863
R07805	rxn39864
R07806	rxn39865
R07808	rxn39866
R07811	rxn39867
R07812	rxn39868
R07813	rxn39869
R07814	rxn39870
R07817	rxn39871
R07818	rxn39872
R07819	rxn39873
R07820	rxn39874
R07821	rxn39875
R07822	rxn39876
R07823	rxn39877
R07824	rxn39878
R07825	rxn39879
R07855	rxn39880
R07980	rxn39881
R08006	rxn39882
R08007	rxn39883
R08056	rxn39884
R08107	rxn39885
R08214	rxn39886
R08215	rxn39887
R08224	rxn39888
R08234	rxn39889
R08235	rxn39890
R08237	rxn39891
R08238	rxn39892
R08339	rxn39893
R08340	rxn39894
R08370	rxn39895
R08386	rxn39896
R08388	rxn39897
R08400	rxn39898
R08402	rxn39899
R08432	rxn39900
R08461	rxn39901
R08466	rxn39902
R08467	rxn39903
R08503	rxn39904
R08520	rxn39906
R08521	rxn39907
R08533	rxn39908
R08567	rxn39909
R08577	rxn39910
R08583	rxn39911
R08588	rxn39912
R08594	rxn39913
R08595	rxn39914
R08597	rxn39915
R08599	rxn39916
R08632	rxn39917
R08693	rxn39918
R08717	rxn39919
R08763	rxn39920
R08784	rxn39921
R08844	rxn39922
R08850	rxn39923
R08863	rxn39924
R08967	rxn39925
R08968	rxn39926
R08969	rxn39927
R09053	rxn39928
R09151	rxn39929
R09152	rxn39930
R09156	rxn39931
R09249	rxn39932
R09252	rxn39933
R09273	rxn39934
R09290	rxn39935
R09295	rxn39936
R09296	rxn39937
R09297	rxn39938
R09298	rxn39939
R09299	rxn39940
R09300	rxn39941
R09301	rxn39942
R09302	rxn39943
R09303	rxn39944
R09304	rxn39945
R09315	rxn39946
R09316	rxn39947
R09317	rxn39948
R09318	rxn39949
R09319	rxn39950
R09320	rxn39951
R09323	rxn39952
R09324	rxn39953
R09472	rxn39954
R09543	rxn39955
R09755	rxn39956
R09756	rxn39957
R09768	rxn39958
R09995	rxn39960
R10000	rxn39962
R10001	rxn39963
R10002	rxn39964
R10008	rxn39965
R10011	rxn39966
R10012	rxn39967
R10014	rxn39968
R10015	rxn39969
R10016	rxn39970
R10017	rxn39971
R10026	rxn39972
R10029	rxn39973
R10030	rxn39974
R10036	rxn39975
R10038	rxn39976
R10041	rxn39977
R10042	rxn39978
R10043	rxn39979
R10044	rxn39980
R10045	rxn39981
R10046	rxn39982
R10047	rxn39983
R10048	rxn39984
R10049	rxn39985
R10051	rxn39986
R10056	rxn39987
R10063	rxn39988
R10069	rxn39989
R10074	rxn39990
R10076	rxn39991
R10077	rxn39992
R10078	rxn39993
R10081	rxn39994
R10082	rxn39995
R10083	rxn39996
R10085	rxn39997
R10086	rxn39998
R10090	rxn39999
R10091	rxn40000
R10097	rxn40001
R10099	rxn40003
R10100	rxn40004
R10101	rxn40005
R10104	rxn40006
R10106	rxn40007
R10107	rxn40008
R10108	rxn40009
R10110	rxn40010
R10111	rxn40011
R10112	rxn40012
R10114	rxn40013
R10115	rxn40014
R10116	rxn40015
R10117	rxn40016
R10118	rxn40017
R10119	rxn40018
R10120	rxn40019
R10121	rxn40020
R10122	rxn40021
R10123	rxn40022
R10128	rxn40023
R10129	rxn40024
R10131	rxn40025
R10132	rxn40026
R10133	rxn40027
R10134	rxn40028
R10137	rxn40029
R10138	rxn40030
R10139	rxn40031
R10140	rxn40032
R10141	rxn40033
R10143	rxn40034
R10144	rxn40035
R10145	rxn40036
R10147	rxn40037
R10149	rxn40038
R10150	rxn40039
R10151	rxn40040
R10152	rxn40041
R10153	rxn40042
R10154	rxn40043
R10155	rxn40044
R10156	rxn40045
R10157	rxn40046
R10158	rxn40047
R10159	rxn40048
R10160	rxn40049
R10161	rxn40050
R10162	rxn40051
R10163	rxn40052
R10164	rxn40053
R10165	rxn40054
R10167	rxn40055
R10168	rxn40056
R10169	rxn40057
R10171	rxn40058
R10172	rxn40059
R10173	rxn40060
R10174	rxn40061
R10175	rxn40062
R10177	rxn40063
R10184	rxn40064
R10187	rxn40065
R10189	rxn40066
R10190	rxn40067
R10191	rxn40068
R10192	rxn40069
R10193	rxn40070
R10194	rxn40071
R10195	rxn40072
R10196	rxn40073
R10197	rxn40074
R10198	rxn40075
R10199	rxn40076
R10200	rxn40077
R10201	rxn40078
R10202	rxn40079
R10203	rxn40080
R10204	rxn40081
R10209	rxn40082
R10211	rxn40083
R10219	rxn40084
R10222	rxn40085
R10223	rxn40086
R10226	rxn40087
R10229	rxn40088
R10230	rxn40089
R10231	rxn40090
R10232	rxn40091
R10233	rxn40092
R10235	rxn40093
R10236	rxn40094
R10237	rxn40095
R10239	rxn40096
R10240	rxn40097
R10241	rxn40098
R10243	rxn40099
R10244	rxn40100
R10246	rxn40101
R10247	rxn40102
R10249	rxn40103
R10254	rxn40104
R10256	rxn40105
R10257	rxn40106
R10258	rxn40107
R10259	rxn40108
R10260	rxn40109
R10261	rxn40110
R10262	rxn40111
R10263	rxn40112
R10264	rxn40113
R10265	rxn40114
R10269	rxn40115
R10270	rxn40116
R10271	rxn40117
R10272	rxn40118
R10273	rxn40119
R10274	rxn40120
R10275	rxn40121
R10276	rxn40122
R10278	rxn40123
R10279	rxn40124
R10283	rxn40125
R10284	rxn40126
R10285	rxn40127
R10286	rxn40128
R10287	rxn40129
R10290	rxn40130
R10291	rxn40131
R10292	rxn40132
R10293	rxn40133
R10294	rxn40134
R10295	rxn40135
R10296	rxn40136
R10297	rxn40137
R10298	rxn40138
R10299	rxn40139
R10301	rxn40140
R10303	rxn40141
R10305	rxn40142
R10306	rxn40143
R10307	rxn40144
R10311	rxn40145
R10312	rxn40146
R10313	rxn40147
R10314	rxn40148
R10315	rxn40149
R10316	rxn40150
R10318	rxn40151
R10320	rxn40152
R10321	rxn40153
R10322	rxn40154
R10323	rxn40155
R10324	rxn40156
R10325	rxn40157
R10326	rxn40158
R10327	rxn40159
R10328	rxn40160
R10329	rxn40161
R10330	rxn40162
R10331	rxn40163
R10332	rxn40164
R10334	rxn40165
R10335	rxn40166
R10336	rxn40167
R10340	rxn40168
R10341	rxn40169
R10342	rxn40170
R10346	rxn40171
R10349	rxn40172
R10350	rxn40173
R10351	rxn40174
R10352	rxn40175
R10353	rxn40176
R10356	rxn40177
R10357	rxn40178
R10358	rxn40179
R10359	rxn40180
R10360	rxn40181
R10361	rxn40182
R10362	rxn40183
R10365	rxn40184
R10366	rxn40185
R10367	rxn40186
R10368	rxn40187
R10369	rxn40188
R10370	rxn40189
R10371	rxn40190
R10372	rxn40191
R10373	rxn40192
R10376	rxn40193
R10379	rxn40194
R10380	rxn40195
R10381	rxn40196
R10382	rxn40197
R10383	rxn40198
R10384	rxn40199
R10385	rxn40200
R10388	rxn40201
R10389	rxn40202
R10390	rxn40203
R10391	rxn40204
R10394	rxn40205
R10397	rxn40206
R10398	rxn40207
R10399	rxn40208
R10400	rxn40209
R10401	rxn40210
R10402	rxn40211
R10405	rxn40212
R10406	rxn40213
R10407	rxn40214
R10408	rxn40215
R10409	rxn40216
R10410	rxn40217
R10413	rxn40218
R10414	rxn40219
R10416	rxn40220
R10417	rxn40221
R10418	rxn40222
R10419	rxn40223
R10422	rxn40224
R10423	rxn40225
R10428	rxn40226
R10429	rxn40227
R08968	rxn40228
R10431	rxn40229
R10432	rxn40230
R10433	rxn40231
R10434	rxn40232
R10435	rxn40233
R10436	rxn40234
R10438	rxn40235
R10439	rxn40236
R10440	rxn40237
R10441	rxn40238
R10442	rxn40239
R10443	rxn40240
R10444	rxn40241
R10445	rxn40242
R10446	rxn40243
R10449	rxn40244
R10450	rxn40245
R10451	rxn40246
R10453	rxn40247
R10454	rxn40248
R10455	rxn40249
R10456	rxn40250
R10457	rxn40251
R10458	rxn40252
R10459	rxn40253
R10460	rxn40254
R10461	rxn40255
R10462	rxn40256
R10463	rxn40257
R10464	rxn40258
R10465	rxn40259
R10466	rxn40260
R10468	rxn40261
R10469	rxn40262
R10470	rxn40263
R10471	rxn40264
R10472	rxn40265
R10474	rxn40266
R10476	rxn40267
R10477	rxn40268
R10478	rxn40269
R10479	rxn40270
R10482	rxn40271
R10484	rxn40272
R10486	rxn40273
R10487	rxn40274
R10488	rxn40275
R10491	rxn40276
R10492	rxn40277
R10493	rxn40278
R10494	rxn40279
R10495	rxn40280
R10496	rxn40281
R10498	rxn40282
R10499	rxn40283
R10500	rxn40284
R10501	rxn40285
R10502	rxn40286
R10503	rxn40287
R10506	rxn40288
R10509	rxn40289
R10510	rxn40290
R10511	rxn40291
R10512	rxn40292
