Kegg_ID	ModelSeed_ID	formula	charge
C03062	cpd01959	C15H14O11	-2
C03063	cpd01960	C7H6O5	-2
C03064	cpd01961	C4H5O5	-1
C03065	cpd01962	C4H9N3O2	0
C03066	cpd01963	C5H8NO5	-1
C03067	cpd01964	C7H6O2	0
C03068	cpd01965	C12H16N2O4	0
C03069	cpd01966	C26H38N7O17P3S	-4
C03070	cpd01967	C24H37O3	-1
C03071	cpd01968	C3H3NO4	-2
C03072	cpd01969	C19H32O	0
C03074	cpd01970	C16H12O3	0
C03076	cpd01971	C8H6BrO2	-1
C03077	cpd01972	C8H6ClO2	-1
C03078	cpd01973	C5H13N4O	1
C03079	cpd01974	C5H8NO5	-1
C03080	cpd01975	C9H9O3	-1
C03081	cpd01976	C10H8O3	0
C03082	cpd01977	C4H6NO7P	-2
C03084	cpd01978	C6H6NR	0
C03087	cpd01979	C7H12NO3	-1
C03088	cpd01980	C5H6N2O3	0
C03089	cpd01981	C6H12O4S	0
C03090	cpd01982	C5H11NO7P	-1
C03091	cpd01983	C27H46O	0
C03092	cpd01984	C10H18O2	0
C03093	cpd01985	C9H6O4	0
C03095	cpd01986	C7H7N3O3R	-1
C11611	cpd01988	C12H16O6	0
C03097	cpd01988	C12H16O6	0
C03098	cpd01989	C8H7NS	0
C03103	cpd01990	C18H32N4O12P2	-2
C03104	cpd01991	C9H12N3O8P	-2
C03107	cpd01992	C6H10O6	0
C03108	cpd01993	C24H48NO7	1
C03109	cpd01994	C4H7O7P	-2
C03112	cpd01995	C14H18N3O7S	-1
C03113	cpd01996	C6H14O4P	-1
C03114	cpd01997	C9H10N2	0
C03115	cpd01998	C15H26O10P3	-3
C03117	cpd01999	C16H23N5O15P2	-2
C03120	cpd02000	C3H7O6PR	-1
C03121	cpd02001	C34H56N4O24	0
C03122	cpd02002	C6H5R	0
C03124	cpd02003	C4H8N2O4	0
C03126	cpd02004	C6H8O10S	-2
C03134	cpd02005	C3H7NO	0
C03136	cpd02006	C8H15NO6	0
C03137	cpd02007	C13H13N2O3	-1
C03139	cpd02008	C5H8N3O4	-1
C03140	cpd02009	C6H10N3O4	-1
C03141	cpd02010	C14H10NO3	-1
C03142	cpd02011	C12H17NO5	0
C03145	cpd02012	C6H10NO3S	-1
C03146	cpd02013	C8H15NO7	0
C03147	cpd02014	C10H7NO5	-2
C03149	cpd02015	C3H8N3O6PS	-2
C03150	cpd02016	C11H15N2O5	1
C03152	cpd02017	C8H15ClN2O2R	1
C03153	cpd02018	C6H12N2O3	0
C03154	cpd02019	C20H43N5O11	4
C03156	cpd02020	C16H16O11	-2
C03160	cpd02021	C32H39N7O20P3S	-5
C03164	cpd02022	C14H10O2	0
C03166	cpd02023	C3H6N3O5P	-2
C03167	cpd02024	C2H4O4P	-1
C03169	cpd02025	C9H13N2O4	1
C03170	cpd02026	C27H48N9O10S2	1
C03172	cpd02027	C6H14NO2S	1
C03173	cpd02028	C3H5O2S	-1
C03174	cpd02029	C14H19N3O9S	-2
C03175	cpd02030	C7H8O8P	-3
C03176	cpd02031	C19H32O2	0
C03177	cpd02032	C6H15N2O7P	0
C03178	cpd02033	C6H4N4O4	0
C03183	cpd02034	C28H38N5O8	-1
C03184	cpd02035	C34H30N4O4Zn	-2
C03187	cpd02036	C16H24N2O15P2	-2
C03190	cpd02038	C10H18O7P2	-2
C03194	cpd02039	C3H10NO	1
C03195	cpd02040	C18H35O3	-1
C03196	cpd02041	C5H6O5	-2
C03197	cpd02042	C4H7O3	-1
C03198	cpd02043	C8H7O4	-1
C03199	cpd02044	C23H44O5	0
C03203	cpd02045	C11H7O3	-1
C03204	cpd02046	C20H19N7O7	-2
C03205	cpd02047	C21H30O3	0
C03206	cpd02048	C22H22N2O8	0
C03207	cpd02049	C21H28O2	0
C03209	cpd02050	C12H10O2	0
C03210	cpd02051	C6H10NO4	-1
C03212	cpd02052	C6H3N4O2	-1
C03214	cpd02053	C4H7NO3	0
C03215	cpd02054	C6H11O7	-1
C03217	cpd02056	C6H6O6	-2
C03218	cpd02057	C11H16N6O4	0
C03219	cpd02058	C4H9NO	0
C03220	cpd02059	C15H26O	0
C03221	cpd02060	C33H52N7O17P3S	-4
C03223	cpd02061	C8H4O6	-2
C03224	cpd02062	C9H8Br2NO3	-1
C03225	cpd02063	C9H8N3O7	-1
C03226	cpd02064	C53H79O4	-1
C03227	cpd02065	C10H12N2O4	0
C03228	cpd02066	C6H10O2	0
C03230	cpd02067	C10H9NO2	0
C03231	cpd02068	C27H37N7O19P3S	-5
C03232	cpd02069	C3H2O7P	-3
C03233	cpd02070	C8H4O6	-2
C03235	cpd02071	C8H7O4	-1
C03237	cpd02072	C26H40N7O18P3S	-4
C03238	cpd02073	C27H46O	0
C03239	cpd02074	C6H11NO3	0
C03240	cpd02075	C21H38O6	0
C03241	cpd02076	C6H10O3	0
C03242	cpd02077	C20H33O2	-1
C03243	cpd02078	C14H8O2	0
C03246	cpd02079	C15H20N5O17P3	-4
C03248	cpd02080	C4O4	-2
C03251	cpd02081	C6H11O9P	-2
C03256	cpd02082	C24H30NO4	1
C03263	cpd02083	C36H40N4O8	-4
C03264	cpd02084	C6H11O3	-1
C03267	cpd02085	C6H11O9P	-2
C03268	cpd02086	C34H57N5O23	0
C03269	cpd02087	C6H10O6	0
G00094	cpd02088	C45H79N2O23R	0
C03272	cpd02088	C45H79N2O23R	0
C03273	cpd02089	C5H7O3	-1
C03274	cpd02090	C6H14O8P	-1
C03277	cpd02091	C6H5N2O3	-1
C03280	cpd02093	C11H11N4O7	-1
C03281	cpd02094	C18H39N4O14P	2
C03283	cpd02095	C4H11N2O2	1
C03284	cpd02096	C4H9NO2	0
C03287	cpd02097	C5H8NO7P	-2
C03289	cpd02098	C6H8O6	0
C03290	cpd02099	C9H11NO3	0
C03291	cpd02100	C5H9O8P	-2
C03292	cpd02101	C17H23N2O4S	-1
C03293	cpd02102	C17H17N6O8P	-2
C03296	cpd02103	C10H17N4O5	-1
C03298	cpd02104	C7H11N3O2	0
C03299	cpd02105	C17H33NO4	0
C03300	cpd02106	C15H21N5O5	0
C03305	cpd02107	C15H17N2O	1
C03309	cpd02108	C21H25N2O4	1
C03311	cpd02109	C6H5NS	0
C03312	cpd02110	C10H11N4O10P	-2
C05850	cpd02111	C11H9O2R	0
C03314	cpd02112	C6H3N4O4	-1
C03319	cpd02113	C16H24N2O15P2	-2
C03325	cpd02114	C17H24NO4	1
C03326	cpd02115	C16H27N4O6	-1
C03328	cpd02116	C7H10O5	-2
C03329	cpd02117	C20H21NO4	0
C03338	cpd02118	C7H8O3	0
C03339	cpd02119	C3H3O10P2	-5
C03340	cpd02120	C7H5NO4	-2
C03341	cpd02121	C5H9NO3	0
C03342	cpd02122	C6H9O7	-1
C03343	cpd02123	C16H21O4	-1
C03344	cpd02124	C26H38N7O18P3S	-4
C03345	cpd02125	C26H38N7O17P3S	-4
C03347	cpd02126	C9H8Cl2NO3	-1
C03348	cpd02127	C6H12O4	0
C03349	cpd02128	C3H9NO3S	0
C03351	cpd02129	C7H8O2	0
C03352	cpd02130	C8H10O2	0
C03354	cpd02131	C4H12NS	1
C03356	cpd02132	C4H6O8P	-3
C03357	cpd02133	C27H41N8O18P3S	-4
C03359	cpd02134	C7H7ClO	0
C03360	cpd02135	C6H4NO6P	-2
C03365	cpd02136	C7H14O6	0
C03366	cpd02137	C6H14N2O6P	-1
C03367	cpd02138	C18H32O16	0
C03368	cpd02139	C20H39N3O16P	1
C03373	cpd02140	C8H13N3O7P	-1
C03374	cpd02141	C39H42N4O12	-2
C03375	cpd02142	C6H20N3	3
C03383	cpd02143	C6H10O6	0
C03387	cpd02145	C6H8O6	0
C03392	cpd02146	C4H8O2S	0
C03393	cpd02147	C4H6O8P	-3
C03394	cpd02148	C4H7O7P	-2
C03395	cpd02149	C2H3O2R	0
C03401	cpd02150	C3H8N2O2	0
C03404	cpd02151	C10H14NO3	1
C03406	cpd02152	C10H17N4O6	-1
C03408	cpd02153	C8H12NO7	-1
C03409	cpd02154	C5H7N2O4	-1
C03410	cpd02155	C11H18NO10	-1
C03411	cpd02156	C10H18N2O8	0
C03412	cpd02157	C42H74N5O18R	0
C03413	cpd02158	C14H32N4O2	2
C03414	cpd02159	C14H12N2O5	-2
C03415	cpd02160	C9H15N2O5	-1
C03416	cpd02161	C12H17N5O4	0
C03417	cpd02162	C6H13N5O4	0
C03418	cpd02163	C5H8O7PR	-2
C03419	cpd02164	C5H8O7PR	-2
C03422	cpd02165	C19H35NO3R2	0
C03423	cpd02166	C16H23N5O6	0
C03425	cpd02167	C19H36O2	0
C03427	cpd02168	C40H66O7P2	-2
C03428	cpd02169	C30H50O7P2	-2
C12639	cpd02170	C21H20O12	0
C03430	cpd02170	C21H20O12	0
C03431	cpd02171	C14H19N5O6S	0
C04145	cpd02172	C45H74O7P2	-2
C03433	cpd02173	C6H15N2O7P	0
C03434	cpd02174	C6HCl4O2	-1
C03440	cpd02175	C5H9NO3	0
C03442	cpd02177	C16H24N2O15P2	-2
C03444	cpd02179	C7H4ClHgO2	-1
C03448	cpd02180	C10H16O2	0
C03450	cpd02181	C10H11NO3	0
C03451	cpd02182	C13H20N3O8S	-1
C03453	cpd02183	C6H4O5	-2
C03455	cpd02184	C36H60O2	0
C03458	cpd02185	C5H5NO3	0
C03459	cpd02186	C4H2O6	-2
C03460	cpd02187	C25H36N7O17P3S	-4
C03461	cpd02188	C15H24O	0
C03462	cpd02189	C31H53N12O18P	2
C03466	cpd02191	C26H38N7O17P3S	-4
C03467	cpd02192	C6H9O3	-1
C03470	cpd02193	C27H35N2O9	1
C03473	cpd02194	C8H12NO	1
C03474	cpd02195	C9H6N2O3	0
C03476	cpd02196	C20H13N3O8	-2
C03479	cpd02197	C20H21N7O7	-2
C03483	cpd02198	C10H13N5O16P4	-4
C03486	cpd02200	C12H21N4O11P2	-1
C03492	cpd02201	C9H15NO8P	-3
C03493	cpd02202	C8H9NO3	0
C03494	cpd02203	C4H9O7P	-2
C03495	cpd02204	C10H14N3O7P	-2
C03499	cpd02205	C6H12O3	0
C03500	cpd02206	C6H10O3	0
C03502	cpd02207	C21H20O8	0
C03503	cpd02208	C20H18O8	0
C03505	cpd02209	C3H5O5P	-2
C03506	cpd02210	C11H12NO6P	-2
C03508	cpd02211	C4H7NO3	0
C03509	cpd02212	C5H11O8P	-2
C03510	cpd02213	C5H12N2O3S	0
C03514	cpd02214	C26H30O8	0
C03515	cpd02215	C21H17O12	-1
C03516	cpd02216	C34H30MgN4O4	-2
C03518	cpd02217	C8H14NO6R	0
C03519	cpd02218	C11H12NO3	-1
C03521	cpd02219	C8H15NO7	0
C03522	cpd02220	C8H8NO2	-1
C03524	cpd02221	C21H45N5O8	4
C03525	cpd02222	C11H19NO9	0
C03526	cpd02223	C17H18O11	0
C03527	cpd02224	C13H22O	0
C03536	cpd02225	C9H12N2O7P	-1
C03537	cpd02226	C4H10NOS	1
C03539	cpd02227	C9H17NO6S	0
C16614	cpd02228	C6H6N4S	0
C04574	cpd02229	C55H90O7P2	-2
C03546	cpd02230	C6H11O9P	-2
C03548	cpd02231	C4H2O5	-2
C03557	cpd02233	C2H8NO3P	0
C03561	cpd02234	C25H38N7O18P3S	-4
C03564	cpd02235	C5H7NO2	0
C03565	cpd02236	C26H50N5O13PR	-1
C03566	cpd02237	C22H47N5O15PR	4
C03567	cpd02238	C15H12O5	0
C03568	cpd02239	C10H11N5O13P2S	-4
C03569	cpd02240	C12H10O3	0
C03570	cpd02241	C6H14NO5	1
C03571	cpd02242	C5H11NO2	0
C03572	cpd02243	C6H3ClO4	-2
C03574	cpd02244	C8H7NO2	0
C03575	cpd02245	C7H7IO	0
C03576	cpd02246	C2H5O3S2	-1
C03577	cpd02247	C23H36NO6S	-1
C03578	cpd02248	C31H45O8R	0
C03579	cpd02249	C19H23O7	-1
C03580	cpd02250	C24H37N7O13P	1
C03582	cpd02252	C14H12O3	0
C03584	cpd02253	C7H9N3O4	0
C03585	cpd02254	C6H3ClO4	-2
C03586	cpd02255	C6H5O4	-1
C03587	cpd02256	C18H27O2R	0
C03588	cpd02257	C21H30O5	0
C03589	cpd02258	C5H7O4	-1
C03590	cpd02259	C8H5O4	-1
C03591	cpd02260	C7H7ClO2	0
C03592	cpd02261	C10H15N3O4	0
C03594	cpd02262	C27H46O2	0
C03595	cpd02263	C41H64N7O17P3S	-4
C03598	cpd02264	C15H23N3O14P2	-2
C03599	cpd02265	C15H23N3O14P2	-2
C03600	cpd02266	C6H5O7	-3
C03601	cpd02267	C13H14Cl2N2O6	0
C03604	cpd02268	C4H7O7P	-2
C03606	cpd02269	C6H11O9P	-2
C03607	cpd02270	C5H8O6PR	-2
C03611	cpd02271	C6H11O5R	0
C03614	cpd02272	C10H12N4O17P4	-4
C03618	cpd02273	C5H8NO4	-1
C03619	cpd02274	C7H14O6	0
C03621	cpd02275	C14H13NO2	0
C20319	cpd02276	C12H11NO	0
C03622	cpd02276	C12H11NO	0
C03623	cpd02277	C6H8NO4	-1
C03626	cpd02279	C8H19N4O2	1
C03629	cpd02280	H2NO4P	-2
C03630	cpd02281	C21H37O7P	-2
C03631	cpd02282	C27H51NO8PR	0
C03634	cpd02283	C28H40O8	0
C03640	cpd02284	C23H50N2O5P	1
C03641	cpd02285	C23H38O6	0
C03642	cpd02286	C26H43NO8S2	-2
C03646	cpd02287	C16H24N4O10S2	-2
C03647	cpd02288	C6H4O4	-2
C03648	cpd02289	C15H14O6	0
C03649	cpd02290	C5H9N2O3R	0
C03651	cpd02291	C5H9NO3	0
C03654	cpd02293	C6H11O9P	-2
C03656	cpd02294	C6H11NO3	0
C03657	cpd02295	C11H7O4	-1
C03659	cpd02296	C7H14O6	0
C03660	cpd02297	C7H14O6	0
C03661	cpd02298	C18H32O16	0
C03662	cpd02299	C15H9O7	-1
C03663	cpd02300	C8H8O3	0
C03664	cpd02301	C8H5Cl2O3	-1
C03665	cpd02302	C4H9NO2	0
C03666	cpd02303	C7H3O6	-3
C03671	cpd02304	C7H2O6	-2
C03672	cpd02305	C9H9O4	-1
C03673	cpd02306	C13H15N5O16P3	-5
C03676	cpd02307	C6H4O5	-2
C03677	cpd02308	C21H23N2O3	1
C03678	cpd02309	C4H9NO3	0
C03679	cpd02310	C8H6ClN	0
C03680	cpd02311	C6H7N2O3	-1
C03681	cpd02312	C21H32O2	0
C03682	cpd02313	C8H12NO4	-1
C03683	cpd02314	C17H10O6	0
C03684	cpd02315	C9H11N5O3	0
C03685	cpd02316	C30H46N7O18P3S	-4
C03686	cpd02317	C19H14O6	0
C03690	cpd02318	C24H38O4	0
C03691	cpd02319	C20H29N4O17P	-2
C03693	cpd02320	C6H10O12P2	-4
C03701	cpd02323	C29H54NO8R	0
C03703	cpd02324	C5H5N2O4	-1
C03708	cpd02325	C13H20NO10	-1
C03709	cpd02326	C19H21N6O8P	-2
C03710	cpd02327	C10H10NO4	-1
C03711	cpd02328	C9H14NO	1
C03712	cpd02329	C19H19N2O4	-1
C03716	cpd02330	C5H5O5	-1
C03717	cpd02331	C25H21N3O2	0
C03719	cpd02332	C8H8NOS	-1
C03722	cpd02333	C7H3NO4	-2
C03724	cpd02334	C26H33N7O19P3S	-5
C03725	cpd02335	C13H23N2O8PS	-2
C03727	cpd02336	C5H8NO4S	-1
C03731	cpd02337	C21H41N7O15P	1
C03733	cpd02338	C15H22N2O17P2	-2
C03734	cpd02339	C5H8NO7P	-2
C03735	cpd02340	C6H11O9P	-2
C03737	cpd02342	C5H9O8P	-2
C03738	cpd02343	C8H13N2O5	-1
C03739	cpd02344	C6H12O2	0
C03741	cpd02345	C5H9NO3	0
C03742	cpd02346	C8H7NO2	0
C03743	cpd02347	C6H6O4	0
C03747	cpd02348	C21H30O3	0
C03748	cpd02349	C21H30O3	0
C03750	cpd02350	C12H11O4	-1
C03752	cpd02351	C6H13NO6	0
C03753	cpd02352	C10H5ClO2	0
C03754	cpd02353	C4H7O5P	-2
C03755	cpd02354	C21H44N7O11	3
C03757	cpd02356	C8H7NO3	0
C03758	cpd02357	C8H12NO2	1
C03761	cpd02358	C6H8O5	-2
C03762	cpd02359	C6H6N2O3	0
C03764	cpd02360	C14H15N3	0
C03765	cpd02361	C8H8O2	0
C03766	cpd02362	C8H7NO	0
C03767	cpd02363	C7H9O3	-1
C03771	cpd02364	C6H11N3O3	0
C03772	cpd02365	C19H28O2	0
C03776	cpd02367	C8H13NO6	0
C03779	cpd02368	C12H8N2O8P	-1
C03782	cpd02369	C2H7NO3P	-1
C03783	cpd02370	C6H13NO8P	-1
C03785	cpd02371	C6H10O12P2	-4
C03789	cpd02372	C6H11NO11S2	-2
C03790	cpd02373	C5H8NO4	-1
C03793	cpd02374	C9H21N2O2	1
C03794	cpd02375	C14H14N5O11P	-4
C03795	cpd02376	C11H15N5O3	0
C03796	cpd02377	C35H61NO15P	-1
C03797	cpd02378	C10H5N2O2S2	-1
C03802	cpd02379	C5H9O13P3R	-3
C03804	cpd02380	C4H8O3S	0
C03805	cpd02381	C21H39O7P	-2
C03811	cpd02382	C6H11O9P	-2
C03817	cpd02383	C6H8N2O3	0
C03822	cpd02384	C12H7Cl2NNaO2	1
C03824	cpd02385	C6H7NO3	0
C03826	cpd02386	C5H7O5	-1
C03827	cpd02387	C6H9O5	-1
C03828	cpd02388	C6H15N2O6P	0
C03829	cpd02389	C5H12N2O3S	0
C03830	cpd02390	C10H8O4	0
C03832	cpd02391	C15H8I3O5	-1
C03836	cpd02392	C19H30O	0
C03837	cpd02393	C12H10O4	0
C03838	cpd02394	C7H14N2O8P	-1
C03840	cpd02395	C10H6O3	0
C03843	cpd02396	C10H16O3	0
C03844	cpd02397	C7H14O6	0
C03845	cpd02398	C27H46O	0
C03846	cpd02399	C8H16N2O3	0
C03848	cpd02400	C18H32O16	0
G09080	cpd02400	C18H32O16	0
C03850	cpd02401	C10H11N5O10P2	-4
C03851	cpd02402	C10H14N6O6P	-1
C03852	cpd02403	C19H32O2	0
C03853	cpd02404	C9H20O13P2	-2
C03855	cpd02405	C33H56O6	0
C03857	cpd02406	C12H22O11	0
C03858	cpd02407	C24H50NO7	1
C03860	cpd02408	C17H26N7O6	1
C03861	cpd02409	C12H6O4	0
C03864	cpd02410	C8H16O3	0
C03865	cpd02411	C8H16O3	0
C03868	cpd02412	C16H19NO7	0
C03870	cpd02413	C27H29O15	-1
C03871	cpd02414	C7H10NO5	-1
C03872	cpd02415	C5H13N2O6P	0
C03878	cpd02416	C8H15NO6	0
C03882	cpd02417	C17H19NO3	0
C03884	cpd02418	C7H17N4O2	1
C03885	cpd02419	C52H77O3	-1
C03887	cpd02420	C21H28N7O	1
C03888	cpd02421	C25H19N3O9S2	-2
C03889	cpd02422	C25H49NO8PR	0
C03894	cpd02423	C3H7O5P	-2
C03897	cpd02424	C15H6O16S3	-4
C03898	cpd02425	C15H6O16S3	-4
C03900	cpd02426	C9H10BrNO2S	0
C03901	cpd02427	C5H9NO2S	0
C03906	cpd02428	C5H9O8P	-2
C03910	cpd02430	C29H48O2	0
C03912	cpd02431	C5H6NO2	-1
C03914	cpd02432	C12H10NO3	-1
C03916	cpd02434	C26H52NO7P	0
C03917	cpd02435	C19H30O2	0
C03918	cpd02436	C6H2Cl2O4	-2
C03920	cpd02438	C3H7O3S2	-1
C03921	cpd02439	C6H6O7	-2
C03925	cpd02440	C7H2Br2O3	-2
C03926	cpd02441	C6H9O6	-1
C03928	cpd02443	C13H22N3O11PS	-2
C03929	cpd02444	C11H16O2	0
C03930	cpd02445	C30H45O4	-1
C03932	cpd02446	C6H9O6	-1
C06892	cpd02446	C6H9O6	-1
C03935	cpd02447	C18H24O3	0
C03943	cpd02448	C5H13N2O2	1
C03944	cpd02449	C19H16O6	0
C03946	cpd02450	C21H20O8	0
C03947	cpd02451	C3H6O5P	-1
C03948	cpd02452	C8H13NO7	0
C03951	cpd02453	C21H20O11	0
C03953	cpd02454	C8H14NO9S	-1
C03954	cpd02455	C15H13NO2	0
C03955	cpd02456	C8H16N2O4	0
C03958	cpd02457	C16H23N6O4	1
C03961	cpd02458	C4H6NO5	-1
C03962	cpd02459	C16H30O6	0
C03963	cpd02460	C27H44O3	0
C03964	cpd02461	C9H9O4	-1
C03965	cpd02462	C21H32O2	0
C04042	cpd02462	C21H32O2	0
C03969	cpd02463	C6H11NO2	0
C08242	cpd02464	C24H42O21	0
C03972	cpd02465	C7H7NO4	-2
C03975	cpd02466	C6H5N5O2	0
C03979	cpd02467	C6H9O5	-1
C03980	cpd02468	C6H15N2O6P	0
C03981	cpd02469	C4H2O5	-2
C03982	cpd02470	C5H11NO	0
C03985	cpd02471	C10H18O	0
C03986	cpd02472	C8H8NO3	-1
C03987	cpd02473	C9H6IO4	-1
C03989	cpd02474	C24H42O21	0
C03990	cpd02475	C24H39O3	-1
C03993	cpd02476	C13H15O8	-1
C03994	cpd02477	C7H10N2O	0
C03995	cpd02478	C13H16N2O6	0
C03996	cpd02479	C14H21NO8	0
C03997	cpd02480	C10H14N3O8P	-2
C03998	cpd02481	C11H15N5O8P	-1
C04000	cpd02482	C12H14O3	0
C04002	cpd02483	C7H5O6	-3
C04006	cpd02484	C6H11O9P	-2
C04007	cpd02485	C21H22O8	0
C04010	cpd02486	C6H10O9PR	-2
C04015	cpd02487	C13H20NO10	-1
C04016	cpd02488	C13H20NO10	-1
C04017	cpd02489	C13H20NO10	-1
C04020	cpd02490	C9H18N2O4	0
C04022	cpd02491	C5H10O2S	0
C04024	cpd02492	C27H29O15	-1
C04030	cpd02494	C17H17N5O10P	-1
C04033	cpd02495	C10H8O4	0
C04036	cpd02496	C19H37O7P	-2
C04037	cpd02497	C6H8O10P	-3
C04039	cpd02498	C5H9O4	-1
C04043	cpd02500	C8H8O3	0
C04044	cpd02501	C9H9O4	-1
C04045	cpd02502	C9H7O5	-1
C04047	cpd02503	C25H38N7O18P3S	-4
C04049	cpd02504	C7H8O6	-2
C04050	cpd02505	C9H8N2O2	0
C04051	cpd02506	C4H6N4O	0
C04052	cpd02507	C8H5O7	-3
C04053	cpd02508	C6H7O6	-1
C04054	cpd02509	C60H84CoN13O15P	-1
C04056	cpd02510	C18H31O2	-1
C04058	cpd02511	C20H24N10O22P5	-5
C04062	cpd02512	C6H10O12P2	-4
C04063	cpd02513	C6H10O12P2	-4
C04064	cpd02514	C6H10O12P2	-4
C04067	cpd02515	C9H14O5	0
C04068	cpd02516	C26H28O12	0
C04069	cpd02517	C26H28O12	0
C04070	cpd02518	C25H31O11	-1
C04071	cpd02519	C4H12N3O4P	0
C04074	cpd02520	C21H20O8	0
C04075	cpd02521	C5H8ClNO2	0
C04078	cpd02523	C6H14ClNO2S	0
C04079	cpd02524	C12H21N2O6S	-1
C04081	cpd02525	C14H13NO2	0
C04083	cpd02526	C10H13N5	0
C04084	cpd02527	C21H28O2	0
C04089	cpd02528	C15H20N2O16P2	-2
C04091	cpd02529	C6H8O2	0
C04100	cpd02531	C26H50NO7P	0
C04101	cpd02532	C20H20O14	0
C04102	cpd02533	C24H50NO7P	0
C04103	cpd02534	C28H53O8	-1
C04104	cpd02535	C6H11O4	-1
C06007	cpd02535	C6H11O4	-1
C04105	cpd02536	C6H5O4	-1
C04106	cpd02537	C5H7O4	-1
C04108	cpd02538	C21H30O3	0
C04109	cpd02539	C15H9O8	-1
C04110	cpd02540	C10H5O4	-1
C04111	cpd02541	C5H9N2O7P	-2
C04112	cpd02542	C7H6O4	-2
C04114	cpd02543	C7H13NO2	0
C04115	cpd02544	C7H5O8	-3
C04118	cpd02545	C20H23NO4	0
C04121	cpd02546	C17H24N3O15P	-2
C04122	cpd02547	C3H9NO4P	-1
C04197	cpd02548	C16H19NO7	0
C04126	cpd02549	C3H9NO4P	-1
C04130	cpd02550	C9H16N3O3	1
C04132	cpd02551	C8H14NO9S	-1
C04133	cpd02552	C7H9NO8P	-3
C04137	cpd02553	C9H18N4O4	0
C04138	cpd02554	C10H17N4O3	1
C04144	cpd02555	C29H33N9O12	-4
C04146	cpd02557	C40H66O7P2	-2
C04147	cpd02558	C12H22O11	0
C04148	cpd02559	C13H15N2O4	-1
C05597	cpd02559	C13H15N2O4	-1
C04150	cpd02560	C56H92O9P	-1
C04164	cpd02561	C15H18O7	0
C04165	cpd02562	C16H30O6	0
C04166	cpd02563	C13H20O3	0
C04167	cpd02564	C12H10O2	0
C04170	cpd02565	C20H31N2O3	1
C04171	cpd02566	C7H7O4	-1
C04175	cpd02567	C5H8O10P2	-4
C04178	cpd02568	C7H2Br2NO	-1
C04181	cpd02569	C5H7O4	-1
C06033	cpd02570	C6H6O6	-2
C04185	cpd02571	C9H6NO4	-1
C04186	cpd02572	C8H5O7	-3
C04187	cpd02573	C10H15N3O10P2	-2
C04188	cpd02574	C6H11O7PS	-2
C04191	cpd02575	C21H43N7O15P	1
C04193	cpd02576	C26H28O12	0
C04199	cpd02579	C27H29O15	-1
C04201	cpd02580	C10H13NO6S	0
C04203	cpd02581	C8H13N2	1
C04204	cpd02582	C10H10NO6	-1
C04205	cpd02583	C9H6Cl2NO3	-1
C04207	cpd02584	C14H10NO4	-1
C04208	cpd02585	C15H12NO4	-1
C04209	cpd02586	C5H7N2O5	-1
C04210	cpd02587	C8H16N2O4	0
C04211	cpd02588	C16H21N3O3	0
C04212	cpd02589	C5H7O6PR	-1
C04216	cpd02590	C35H58O7P2	-2
C04217	cpd02591	C25H42O7P2	-2
C04218	cpd02592	C44H82O13	0
C04219	cpd02593	C12H22O11	0
C04221	cpd02594	C6H8O2	0
C12208	cpd02595	C16H17O8	-1
C04223	cpd02596	C13H18O3	0
C04225	cpd02597	C7H5O6	-3
C04226	cpd02598	C6H6NO3	-1
C04227	cpd02599	C8H12NO2	1
C04229	cpd02600	C11H12NO4P	-2
C04230	cpd02601	C9H19NO7PR	0
C04232	cpd02602	C5H9O9P2R	-2
C04233	cpd02603	C9H19NO7PR	0
C04234	cpd02604	C6H10O10P	-3
C04236	cpd02605	C7H8O5	-2
C04237	cpd02606	C6H9O4	-1
C04242	cpd02607	C9H10FN2O8P	-2
C04244	cpd02608	C9H13N5O3	0
C04245	cpd02609	C35H47N5O9	0
C04255	cpd02610	C8H14NO9S	-1
C04256	cpd02611	C8H14NO9P	-2
C04257	cpd02612	C8H14NO9P	-2
C04259	cpd02613	C8H13N3O2	0
C04264	cpd02614	C9H6BrO3S	-1
C04265	cpd02615	C28H52O12	0
C04268	cpd02616	C16H26N3O14P2	-1
C04271	cpd02618	C15H12O4	0
C04273	cpd02620	C14H17NO6	0
C04274	cpd02621	C9H9NO4	0
C04275	cpd02622	C28H32O14	0
C04277	cpd02623	C12H22N2O2	0
C04280	cpd02624	C7H16N3O5	1
C04281	cpd02625	C5H6NO3	-1
C04282	cpd02626	C5H6NO3	-1
C04283	cpd02627	C5H9O12P3R	-3
C04284	cpd02628	C16H21NO2	0
C04285	cpd02629	C9H4Br2O4	-2
C04286	cpd02630	C9H4N2O8	-2
C04287	cpd02631	C6H8O5	0
C04290	cpd02632	C16H20N2O2	0
C04291	cpd02633	C14H15N3O	0
C04292	cpd02634	C5H8O13P3R	-4
C04293	cpd02635	C16H11O6	-1
C04294	cpd02636	C6H9NOS	0
C04295	cpd02637	C19H30O2	0
C04297	cpd02638	C15H21N3O14P2	-2
C04299	cpd02639	C6H10O8P	-1
C04300	cpd02640	C24H31O8	-1
C04301	cpd02641	C11H20NO4	-1
C04302	cpd02642	C12H13NO9P	-3
C04303	cpd02643	C19H23N6O4	1
C04307	cpd02644	C20H24N10O16P3	-3
C04309	cpd02645	C4H4O7P	-3
C04314	cpd02646	C10H10O2	0
C04315	cpd02647	C10H17O9R	0
C04316	cpd02648	C29H44N7O18P3S	-4
C04317	cpd02649	C8H19NO6PR	0
