pw_ID	pw_name	KO	EC	Reaction
map00540	Lipopolysaccharide biosynthesis	['K02843']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02848']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02850']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02849']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02527']	[' 2.4.99.13']	['R06285']
map00540	Lipopolysaccharide biosynthesis	['K12975']	[' 2.7.8.42']	['R11204']
map00540	Lipopolysaccharide biosynthesis	['K02527']	[' 2.4.99.12']	['R04658']
map00540	Lipopolysaccharide biosynthesis	['K19353']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02844']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02849']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02850']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02848']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02527']	[' 2.4.99.13']	['R06285']
map00540	Lipopolysaccharide biosynthesis	['K12975']	[' 2.7.8.42']	['R11204']
map00540	Lipopolysaccharide biosynthesis	['K12981']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02841']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02843']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12986']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K19353']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K23160']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03275']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03277']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03276']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02847']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02840']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03276']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12983']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02847']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12985']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03280']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02847']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03278']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03279']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02847']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K23067']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K00713', 'K24623']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K19354']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K23160']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12986']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12981']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02527']	[' 2.4.99.12']	['R04658']
map00540	Lipopolysaccharide biosynthesis	['K19354']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12986']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K12986']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K02847']	[]	[]
map00540	Lipopolysaccharide biosynthesis	['K03280']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K18788']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23199']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23198']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23197']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K24658']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K24658']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K24658']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K12993']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23073']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23072']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23202']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23202']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23202']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23202']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23202']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23201']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23102']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23101']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K24906']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23103']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23189']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23190']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21586']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23229']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23230']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K20883']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21366']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21368']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21367']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21365']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21366']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21368']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21367']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21365']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21366']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21367']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21366']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K21367']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23251']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23249']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23250']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23104']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K24649']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23105']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23105']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23189']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23191']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K02851']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23130']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23131']	[]	[]
map00542	O-Antigen repeat unit biosynthesis	['K23132']	[]	[]
map00541	O-Antigen nucleotide sugar biosynthesis	['K04042']	[' 2.7.7.23']	['R00416']
map00541	O-Antigen nucleotide sugar biosynthesis	['K02472']	[' 1.1.1.336']	['R03317']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15894', 'K24336']	[' 4.2.1.115']	['R09697']
map00541	O-Antigen nucleotide sugar biosynthesis	['K19068']	[' 1.1.1.367']	['R12552']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24258']	[' 5.1.3.28']	['R10676']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15894']	[]	['R12554']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15912', 'K24300', 'K24301']	[' 4.2.1.135']	['R10266']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24312']	[]	['R12555']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24311']	[]	['R12556']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24256']	[]	['R12551']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24252']	[]	['R12604']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15895']	[' 2.6.1.92']	['R09825']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15896']	[' 2.3.1.202']	['R09842']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15897']	[' 3.6.1.57']	['R09834']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15898']	[' 2.5.1.97']	['R09841']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15899']	[' 2.7.7.81']	['R09843']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01654']	[' 2.5.1.56']	['R01804']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00983']	[' 2.7.7.43']	['R01117']
map00541	O-Antigen nucleotide sugar biosynthesis	['K08068', 'K24257']	[' 3.2.1.183']	['R00414']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24303']	[]	['R12557']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24304']	[]	['R12558']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24305']	[]	['R12559']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24306']	[]	['R12567']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24307']	[]	['R12562']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24302']	[' 2.6.1.34']	['R04529']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24281']	[]	['R12561']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24282']	[]	['R12563']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24283']	[]	['R12564']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24284']	[]	['R12565']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24285']	[]	['R12568']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13015', 'K02474', 'K22926']	[' 1.1.1.136']	['R00421']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13016', 'K13020']	[' 1.1.1.335']	['R10140']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13017']	[' 2.6.1.98']	['R10141']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13018']	[' 2.3.1.201']	['R10100']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13019']	[' 5.1.3.23']	['R09600']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24326']	[]	['R12586']
map00541	O-Antigen nucleotide sugar biosynthesis	['K02473']	[' 5.1.3.7']	['R00418']
map00541	O-Antigen nucleotide sugar biosynthesis	['K02474']	[]	['R06894']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24327']	[]	['R12590']
map00541	O-Antigen nucleotide sugar biosynthesis	['K22925', 'K02473']	[]	['R08706']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01791']	[' 5.1.3.14']	['R00420']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01710']	[' 4.2.1.46']	['R06513']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00973']	[' 2.7.7.24']	['R02328']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00067', 'K23987']	[' 1.1.1.133']	['R02777']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01790', 'K23987']	[' 5.1.3.13']	['R06514']
map00541	O-Antigen nucleotide sugar biosynthesis	['K19180']	[' 1.1.1.339']	['R10190']
map00541	O-Antigen nucleotide sugar biosynthesis	['K19652']	[' 1.1.1.344']	['R02776', 'R10190']
map00541	O-Antigen nucleotide sugar biosynthesis	['K20679']	[' 5.3.2.3']	['R09904']
map00541	O-Antigen nucleotide sugar biosynthesis	['K20680']	[' 2.6.1.90']	['R09824']
map00541	O-Antigen nucleotide sugar biosynthesis	['K20681']	[' 2.3.1.197']	['R09873']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24249']	[' 5.3.2.4']	['R06424']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24250']	[' 2.6.1.89']	['R06423']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24251']	[]	['R12549']
map00541	O-Antigen nucleotide sugar biosynthesis	['K02805']	[' 2.6.1.59']	['R04438']
map00541	O-Antigen nucleotide sugar biosynthesis	['K16704']	[' 2.3.1.210']	['R10142']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13306']	[' 1.1.1.266']	['R05687']
map00541	O-Antigen nucleotide sugar biosynthesis	['K20678']	[' 5.4.99.59']	['R10536']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00963']	[' 2.7.7.9']	['R00289']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01784', 'K17716']	[' 5.1.3.2']	['R00291']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01854']	[' 5.4.99.9']	['R00505']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00012']	[' 1.1.1.22']	['R00286']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00978']	[' 2.7.7.33']	['R00956']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01709']	[' 4.2.1.45']	['R02426']
map00541	O-Antigen nucleotide sugar biosynthesis	['K12452', 'K00523']	[' 1.17.1.1']	['R03391', 'R03392']
map00541	O-Antigen nucleotide sugar biosynthesis	['K12454']	[' 5.1.3.10']	['R04266']
map00541	O-Antigen nucleotide sugar biosynthesis	['K12453']	[' 1.1.1.342']	['R04265']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15857']	[]	['R08708']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15858']	[]	['R08709', 'R08710']
map00541	O-Antigen nucleotide sugar biosynthesis	['K12455', 'K19632']	[' 1.1.1.341']	['R08711']
map00541	O-Antigen nucleotide sugar biosynthesis	['K08679']	[' 5.1.3.6']	['R01385']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01809', 'K16011']	[' 5.3.1.8']	['R01819']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01840']	[' 5.4.2.8']	['R01818']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00971', 'K16011']	[' 2.7.7.13']	['R00885']
map00541	O-Antigen nucleotide sugar biosynthesis	['K01711']	[' 4.2.1.47']	['R00888']
map00541	O-Antigen nucleotide sugar biosynthesis	['K15856']	[' 1.1.1.281']	['R03397', 'R03399']
map00541	O-Antigen nucleotide sugar biosynthesis	['K02377']	[' 1.1.1.271']	['R05692']
map00541	O-Antigen nucleotide sugar biosynthesis	['K21131']	[' 4.2.1.168']	['R11409']
map00541	O-Antigen nucleotide sugar biosynthesis	['K21130']	[' 1.1.1.356']	['R10420', 'R10421']
map00541	O-Antigen nucleotide sugar biosynthesis	['K13010']	[' 2.6.1.102']	['R10460']
map00541	O-Antigen nucleotide sugar biosynthesis	['K17939']	[' 2.3.1.227']	['R10514']
map00541	O-Antigen nucleotide sugar biosynthesis	['K22252']	[' 1.1.1.135']	['R03396', 'R03398']
map00541	O-Antigen nucleotide sugar biosynthesis	['K20429']	[' 2.6.1.33']	['R02773']
map00541	O-Antigen nucleotide sugar biosynthesis	['K21379']	[' 2.3.1.209']	['R10174']
map00541	O-Antigen nucleotide sugar biosynthesis	['K19068']	[' 1.1.1.367']	['R12553']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24259']	[]	['R12584']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24280']	[]	['R12606']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24252']	[]	['R12553']
map00541	O-Antigen nucleotide sugar biosynthesis	['K00607']	[' 2.1.2.14']	['R12790']
map00541	O-Antigen nucleotide sugar biosynthesis	['K24310']	[' 1.1.1.426']	['R12556', 'R12760']
map00541	O-Antigen nucleotide sugar biosynthesis	['K26217']	[]	['R13087']
map00541	O-Antigen nucleotide sugar biosynthesis	['K26218']	[]	['R13088']
map00550	Peptidoglycan biosynthesis	['K01929', 'K15792', 'K01798']	[' 6.3.2.10']	['R04617']
map00550	Peptidoglycan biosynthesis	['K06153', 'K19302']	[' 3.6.1.27']	['R05627']
map00550	Peptidoglycan biosynthesis	['K02563']	[' 2.4.1.227']	['R05662']
map00550	Peptidoglycan biosynthesis	['K01000']	[' 2.7.8.13']	['R05629']
map00550	Peptidoglycan biosynthesis	['K01929', 'K01798']	[' 6.3.2.10']	['R04573']
map00550	Peptidoglycan biosynthesis	['K01921']	[' 6.3.2.4']	['R01150']
map00550	Peptidoglycan biosynthesis	['K05362']	[' 6.3.2.7']	['R02786']
map00550	Peptidoglycan biosynthesis	['K01925']	[' 6.3.2.9']	['R02783']
map00550	Peptidoglycan biosynthesis	['K01924']	[' 6.3.2.8']	['R03193']
map00550	Peptidoglycan biosynthesis	['K01928', 'K15792']	[' 6.3.2.13']	['R02788']
map00550	Peptidoglycan biosynthesis	['K01000']	[' 2.7.8.13']	['R05630']
map00550	Peptidoglycan biosynthesis	['K02563']	[' 2.4.1.227']	['R05032']
map00550	Peptidoglycan biosynthesis	['K00887']	[' 2.7.1.66']	['R05626']
map00550	Peptidoglycan biosynthesis	['K11693']	[' 2.3.2.16']	['R08776']
map00550	Peptidoglycan biosynthesis	['K11694']	[' 2.3.2.17']	['R08777']
map00550	Peptidoglycan biosynthesis	['K11695']	[' 2.3.2.18']	['R08778']
map00550	Peptidoglycan biosynthesis	['K12554']	[]	['R08780']
map00550	Peptidoglycan biosynthesis	['K00790']	[' 2.5.1.7']	['R00660']
map00550	Peptidoglycan biosynthesis	['K00075']	[' 1.3.1.98']	['R03191', 'R03192']
map00550	Peptidoglycan biosynthesis	['K05363']	[' 2.3.2.10']	['R08779']
map00550	Peptidoglycan biosynthesis	['K12551', 'K04478']	[' 2.4.1.129']	[]
map00550	Peptidoglycan biosynthesis	['K03814']	[]	[]
map00550	Peptidoglycan biosynthesis	['K07258']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K07260']	[' 3.4.17.14']	[]
map00550	Peptidoglycan biosynthesis	['K07260', 'K18866']	[' 3.4.17.14']	[]
map00550	Peptidoglycan biosynthesis	['K07260']	[' 3.4.17.14']	[]
map00550	Peptidoglycan biosynthesis	['K05366']	[' 2.4.1.129']	[]
map00550	Peptidoglycan biosynthesis	['K05366', 'K03693', 'K12555']	[' 2.4.1.129']	[]
map00550	Peptidoglycan biosynthesis	['K05366', 'K05365', 'K05367', 'K12555', 'K18770', 'K21464']	[' 2.4.1.129']	[]
map00550	Peptidoglycan biosynthesis	['K05366']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K12552', 'K12553', 'K02545']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K05366', 'K03693', 'K12555']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K00687', 'K12556']	[]	[]
map00550	Peptidoglycan biosynthesis	['K05366', 'K05365', 'K12555', 'K18770', 'K21464']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K05515', 'K03587', 'K18149', 'K08724', 'K08384', 'K21465', 'K21466', 'K05364']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K07258']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K07258', 'K07259', 'K21469']	[' 3.4.16.4']	[]
map00550	Peptidoglycan biosynthesis	['K23393', 'K07009']	[' 6.3.5.13']	['R05030']
map00550	Peptidoglycan biosynthesis	['K00806']	[' 2.5.1.31']	['R06447']
map00550	Peptidoglycan biosynthesis	['K23169']	[' 6.3.2.53']	['R12272']
map00550	Peptidoglycan biosynthesis	['K23170']	[' 5.1.1.23']	['R12271']
map00552	Teichoic acid biosynthesis	['K06153', 'K19302']	[' 3.6.1.27']	['R05627']
map00552	Teichoic acid biosynthesis	['K02851']	[' 2.7.8.33']	['R12859']
map00552	Teichoic acid biosynthesis	['K21285']	[' 2.7.8.44']	['R12860']
map00552	Teichoic acid biosynthesis	['K09809']	[' 2.7.8.12']	['R12861']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K05946']	[' 2.4.1.187']	['R06129']
map00552	Teichoic acid biosynthesis	['K18704']	[' 2.7.8.47']	['R12865']
map00552	Teichoic acid biosynthesis	['K22709']	[' 2.4.1.53']	['R12866']
map00552	Teichoic acid biosynthesis	['K18704']	[' 2.7.8.14']	['R12869']
map00552	Teichoic acid biosynthesis	['K03429']	[' 2.4.1.315']	['R12898']
map00552	Teichoic acid biosynthesis	['K03429']	[' 2.4.1.315']	['R12899']
map00552	Teichoic acid biosynthesis	['K13678']	[]	['R12903']
map00552	Teichoic acid biosynthesis	['K25599']	[]	['R12810']
map00552	Teichoic acid biosynthesis	['K24300']	[' 4.2.1.135']	['R10266']
map00552	Teichoic acid biosynthesis	['K25626']	[]	['R12906']
map00552	Teichoic acid biosynthesis	['K25627']	[]	['R12816']
map00552	Teichoic acid biosynthesis	['K25650', 'K25650']	[]	['R12817']
map00552	Teichoic acid biosynthesis	['K25651']	[]	['R12818']
map00552	Teichoic acid biosynthesis	['K25652', 'K25652']	[]	['R12819']
map00552	Teichoic acid biosynthesis	['K25653', 'K25653']	[]	['R12820']
map00552	Teichoic acid biosynthesis	['K25657']	[' 2.7.1.32']	['R01021']
map00552	Teichoic acid biosynthesis	['K25658']	[' 2.7.7.15']	['R01890']
map00552	Teichoic acid biosynthesis	['K07271']	[]	['R12821']
map00552	Teichoic acid biosynthesis	['K25654']	[]	['R12822']
map00552	Teichoic acid biosynthesis	['K06153', 'K19302']	[' 3.6.1.27']	['R05627']
map00552	Teichoic acid biosynthesis	['K25659', 'K25659']	[]	['R12823']
map00552	Teichoic acid biosynthesis	['K00712']	[' 2.4.1.52']	['R12862']
map00552	Teichoic acid biosynthesis	['K21591']	[' 2.7.8.45']	['R12868']
map00552	Teichoic acid biosynthesis	['K21592']	[' 2.7.8.46']	['R12864']
map00552	Teichoic acid biosynthesis	['K19005']	[' 2.7.8.20']	['R12900']
map00552	Teichoic acid biosynthesis	['K19005']	[]	['R12813']
map00552	Teichoic acid biosynthesis	['K25617']	[]	['R12808']
map00552	Teichoic acid biosynthesis	['K25619']	[]	['R12811']
map00552	Teichoic acid biosynthesis	['K25618']	[]	['R12814']
map00552	Teichoic acid biosynthesis	['K25620']	[]	['R12815']
map00552	Teichoic acid biosynthesis	['K19002']	[' 2.4.1.337']	['R12902']
map00552	Teichoic acid biosynthesis	['K22708']	[' 2.4.1.355']	['R12872']
map00552	Teichoic acid biosynthesis	['K22710']	[' 2.4.1.70']	['R12870']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12812']
map00552	Teichoic acid biosynthesis	['K19005']	[]	['R12901']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	[]
map00552	Teichoic acid biosynthesis	['K05946']	[' 2.4.1.187']	['R06129']
map00552	Teichoic acid biosynthesis	['K02851']	[' 2.7.8.33']	['R12859']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K21285']	[' 2.7.8.44']	['R12860']
map00552	Teichoic acid biosynthesis	['K00712']	[' 2.4.1.52']	['R12862']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12863']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12867', 'R12871', 'R12873', 'R12875']
map00552	Teichoic acid biosynthesis	['K22710']	[' 2.4.1.70']	['R12870']
map00552	Teichoic acid biosynthesis	['K22708']	[' 2.4.1.355']	['R12872']
map00552	Teichoic acid biosynthesis	['K03429']	[' 2.4.1.315']	['R12898']
map00552	Teichoic acid biosynthesis	['K03429']	[' 2.4.1.315']	['R12899']
map00552	Teichoic acid biosynthesis	['K19005']	[]	['R12901']
map00552	Teichoic acid biosynthesis	['K19005']	[' 2.7.8.20']	['R12900']
map00552	Teichoic acid biosynthesis	['K25620']	[]	['R12815']
map00552	Teichoic acid biosynthesis	['K25619']	[]	['R12811']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12812']
map00552	Teichoic acid biosynthesis	['K25669']	[]	['R12874']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12863']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12867']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12871']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12873']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12904']
map00552	Teichoic acid biosynthesis	['K19002']	[' 2.4.1.337']	['R12902']
map00552	Teichoic acid biosynthesis	['K25660']	[]	['R12905']
map00552	Teichoic acid biosynthesis	['K19002']	[' 2.4.1.337']	['R12902']
map00552	Teichoic acid biosynthesis	['K13678']	[]	['R12903']
map00552	Teichoic acid biosynthesis	['K25599']	[]	['R12810']
map00552	Teichoic acid biosynthesis	['K19005']	[]	['R12813']
map00552	Teichoic acid biosynthesis	['K03367', 'K14188', 'K03739', 'K03740']	[' 6.1.1.13']	['R12904']
map00552	Teichoic acid biosynthesis	['K05946']	[' 2.4.1.187']	['R06129']
map00552	Teichoic acid biosynthesis	['K02851']	[' 2.7.8.33']	['R12859']
map00552	Teichoic acid biosynthesis	['K01005']	[]	[]
map00552	Teichoic acid biosynthesis	['K21285', 'K21591']	[' 2.7.8.44', ' 2.7.8.45']	['R12860', 'R12868']
