pw_ID	pw_name	KO	EC	Reaction
map04212	Longevity regulating pathway - worm	['K09408']	[]	[]
map04212	Longevity regulating pathway - worm	['K04456']	[]	[]
map04212	Longevity regulating pathway - worm	['K00922']	[]	[]
map04212	Longevity regulating pathway - worm	['K04527']	[]	[]
map04212	Longevity regulating pathway - worm	['K04688']	[]	[]
map04212	Longevity regulating pathway - worm	['K07203']	[]	[]
map04212	Longevity regulating pathway - worm	['K08035']	[]	[]
map04212	Longevity regulating pathway - worm	['K19764']	[]	[]
map04212	Longevity regulating pathway - worm	['K16172']	[]	[]
map04212	Longevity regulating pathway - worm	['K14938']	[]	[]
map04212	Longevity regulating pathway - worm	['K22878']	[]	[]
map04212	Longevity regulating pathway - worm	['K14035']	[]	[]
map04212	Longevity regulating pathway - worm	['K11411']	[]	[]
map04212	Longevity regulating pathway - worm	['K17491']	[]	[]
map04212	Longevity regulating pathway - worm	['K09414']	[]	[]
map04212	Longevity regulating pathway - worm	['K05638']	[]	[]
map04212	Longevity regulating pathway - worm	['K14966']	[]	[]
map04212	Longevity regulating pathway - worm	['K01110']	[]	[]
map04212	Longevity regulating pathway - worm	['K08269']	[]	[]
map04212	Longevity regulating pathway - worm	['K13356']	[]	[]
map04212	Longevity regulating pathway - worm	['K08341']	[]	[]
map04212	Longevity regulating pathway - worm	['K16197']	[]	[]
map04212	Longevity regulating pathway - worm	['K19770']	[]	[]
map04212	Longevity regulating pathway - worm	['K12824']	[]	[]
map04212	Longevity regulating pathway - worm	['K17705']	[]	[]
map04212	Longevity regulating pathway - worm	['K11411']	[]	[]
map04212	Longevity regulating pathway - worm	['K17794']	[]	[]
map04212	Longevity regulating pathway - worm	['K19762']	[]	[]
map04212	Longevity regulating pathway - worm	['K04374']	[]	[]
map04212	Longevity regulating pathway - worm	['K13113']	[]	[]
map04212	Longevity regulating pathway - worm	['K19774']	[]	[]
map04212	Longevity regulating pathway - worm	['K09408']	[]	[]
map04212	Longevity regulating pathway - worm	['K04564']	[]	[]
map04212	Longevity regulating pathway - worm	['K19763']	[]	[]
map04212	Longevity regulating pathway - worm	['K04440']	[]	[]
map04212	Longevity regulating pathway - worm	['K19773']	[]	[]
map04212	Longevity regulating pathway - worm	['K00507']	[]	[]
map04212	Longevity regulating pathway - worm	['K19765']	[]	[]
map04212	Longevity regulating pathway - worm	['K09414']	[]	[]
map04212	Longevity regulating pathway - worm	['K18463']	[]	[]
map04212	Longevity regulating pathway - worm	['K18461']	[]	[]
map04212	Longevity regulating pathway - worm	['K11204']	[]	[]
map04212	Longevity regulating pathway - worm	['K04433']	[]	[]
map04212	Longevity regulating pathway - worm	['K04441']	[]	[]
map04212	Longevity regulating pathway - worm	['K09408']	[]	[]
map04212	Longevity regulating pathway - worm	['K19766', 'K19767', 'K19768', 'K19769']	[]	[]
map04212	Longevity regulating pathway - worm	['K19771']	[]	[]
map04212	Longevity regulating pathway - worm	['K19772']	[]	[]
map04212	Longevity regulating pathway - worm	['K14739']	[]	[]
map04212	Longevity regulating pathway - worm	['K04564']	[]	[]
map04212	Longevity regulating pathway - worm	['K03781']	[]	[]
map04212	Longevity regulating pathway - worm	['K00799']	[]	[]
map04212	Longevity regulating pathway - worm	['K03871']	[]	[]
map04212	Longevity regulating pathway - worm	['K08268']	[]	[]
map04212	Longevity regulating pathway - worm	['K24070', 'K10798']	[]	[]
map04212	Longevity regulating pathway - worm	['K04043']	[]	[]
map04212	Longevity regulating pathway - worm	['K04077']	[]	[]
map04212	Longevity regulating pathway - worm	['K01358']	[]	[]
map04212	Longevity regulating pathway - worm	['K01358']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07201', 'K09408']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04688']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07203', 'K07204', 'K16184']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04456']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K00922', 'K02649']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K05459']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K05087']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K16172', 'K07187', 'K17445', 'K17446']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K02833', 'K07827', 'K07828']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K09408']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04688']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07203', 'K07204']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04456']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K00922', 'K02649']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04526', 'K05459', 'K19805']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K05087']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K16172']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K09408']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04456']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K00922']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04527']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K12762']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07827']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04345']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K09468']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04688']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07203', 'K07204']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K19800']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07203']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K12767']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K18644']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K08035']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K19798']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K19764']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K16172']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04345']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K01768']	['K01768 (E4.6.1.1)']	[]
map04213	Longevity regulating pathway - multiple species	['K07198', 'K07199', 'K07200']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04526']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04527']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04564']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04564', 'K04565']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04564']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K03283', 'K09542']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K19766', 'K19767', 'K19768', 'K19769']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K03695']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K07198', 'K07199', 'K07200']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K03781']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K08339']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K03781']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K03781']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K04564']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K01440']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K11121']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K11411']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K11411']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K11411']	[]	[]
map04213	Longevity regulating pathway - multiple species	['K06067']	[]	[]
map04710	Circadian rhythm	['K02295']	[]	[]
map04710	Circadian rhythm	['K21944', 'K02633', 'K21945']	[]	[]
map04710	Circadian rhythm	['K08959', 'K08960']	[]	[]
map04710	Circadian rhythm	['K02296']	[]	[]
map04710	Circadian rhythm	['K02223', 'K09026']	[]	[]
map04710	Circadian rhythm	['K02295']	[]	[]
map04710	Circadian rhythm	['K02633']	[]	[]
map04710	Circadian rhythm	['K08959', 'K08960']	[]	[]
map04710	Circadian rhythm	['K02295']	[]	[]
map04710	Circadian rhythm	['K21944', 'K02633', 'K21945']	[]	[]
map04710	Circadian rhythm	['K09056']	[]	[]
map04710	Circadian rhythm	['K03728', 'K08531']	[]	[]
map04710	Circadian rhythm	['K02295']	[]	[]
map04710	Circadian rhythm	['K21944', 'K02633', 'K21945']	[]	[]
map04710	Circadian rhythm	['K03868', 'K03347', 'K03094']	[]	[]
map04710	Circadian rhythm	['K03362']	[]	[]
map04710	Circadian rhythm	['K03868', 'K03347', 'K03094']	[]	[]
map04710	Circadian rhythm	['K10287']	[]	[]
map04710	Circadian rhythm	['K08532', 'K08533', 'K08534']	[]	[]
map04710	Circadian rhythm	['K09056']	[]	[]
map04710	Circadian rhythm	['K09059']	[]	[]
map04710	Circadian rhythm	['K08532', 'K08533', 'K08534']	[]	[]
map04710	Circadian rhythm	['K03728', 'K08531']	[]	[]
map04710	Circadian rhythm	['K09059']	[]	[]
map04710	Circadian rhythm	['K02296']	[]	[]
map04710	Circadian rhythm	['K02295']	[]	[]
map04710	Circadian rhythm	['K03868', 'K03347', 'K03094']	[]	[]
map04710	Circadian rhythm	['K10269']	[]	[]
map04710	Circadian rhythm	['K07198', 'K07199', 'K07200']	[]	[]
map04710	Circadian rhythm	['K08959', 'K08960']	[]	[]
map04710	Circadian rhythm	['K05870']	[]	[]
map04710	Circadian rhythm	['K03729', 'K03730']	[]	[]
map04710	Circadian rhythm	['K03729', 'K03730']	[]	[]
map04710	Circadian rhythm	['K08532', 'K08533', 'K08534']	[]	[]
map04710	Circadian rhythm	['K03728', 'K08531']	[]	[]
map04710	Circadian rhythm	['K09056']	[]	[]
map04710	Circadian rhythm	['K09059']	[]	[]
map04710	Circadian rhythm	['K03729', 'K03730']	[]	[]
map04713	Circadian entrainment	['K05208', 'K05209', 'K05210', 'K05211', 'K05212']	[]	[]
map04713	Circadian entrainment	['K02183']	[]	[]
map04713	Circadian entrainment	['K04515']	[]	[]
map04713	Circadian entrainment	['K13240']	[]	[]
map04713	Circadian entrainment	['K12318', 'K12319']	[]	[]
map04713	Circadian entrainment	['K07376', 'K19477']	[]	[]
map04713	Circadian entrainment	['K04286']	[]	[]
map04713	Circadian entrainment	['K05858']	[]	[]
map04713	Circadian entrainment	['K02677', 'K19662', 'K19663']	[]	[]
map04713	Circadian entrainment	['K04634', 'K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K04854', 'K04855', 'K04856']	[]	[]
map04713	Circadian entrainment	['K04958', 'K04960']	[]	[]
map04713	Circadian entrainment	['K04961', 'K04962', 'K04963']	[]	[]
map04713	Circadian entrainment	['K05197', 'K05198', 'K05199', 'K05200']	[]	[]
map04713	Circadian entrainment	['K04371']	[]	[]
map04713	Circadian entrainment	['K04587']	[]	[]
map04713	Circadian entrainment	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049', 'K11265']	[]	[]
map04713	Circadian entrainment	['K04345']	[]	[]
map04713	Circadian entrainment	['K04632', 'K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K07843']	[]	[]
map04713	Circadian entrainment	['K05208', 'K05209', 'K05210', 'K05211', 'K05212']	[]	[]
map04713	Circadian entrainment	['K02183']	[]	[]
map04713	Circadian entrainment	['K04515']	[]	[]
map04713	Circadian entrainment	['K13240']	[]	[]
map04713	Circadian entrainment	['K05197', 'K05198', 'K05199', 'K05200']	[]	[]
map04713	Circadian entrainment	['K04587']	[]	[]
map04713	Circadian entrainment	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049', 'K11265']	[]	[]
map04713	Circadian entrainment	['K04345']	[]	[]
map04713	Circadian entrainment	['K07843']	[]	[]
map04713	Circadian entrainment	['K04850', 'K04851']	[]	[]
map04713	Circadian entrainment	['K04371']	[]	[]
map04713	Circadian entrainment	['K04632']	[]	[]
map04713	Circadian entrainment	['K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K16513']	[]	[]
map04713	Circadian entrainment	['K04630', 'K04534', 'K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K04445']	[]	[]
map04713	Circadian entrainment	['K04445']	[]	[]
map04713	Circadian entrainment	['K05870']	[]	[]
map04713	Circadian entrainment	['K05870']	[]	[]
map04713	Circadian entrainment	['K04285']	[]	[]
map04713	Circadian entrainment	['K04630', 'K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K04997', 'K05000', 'K05002', 'K04999']	[]	[]
map04713	Circadian entrainment	['K04630', 'K04536', 'K04537', 'K07825', 'K04538', 'K04539', 'K07826', 'K04540', 'K04541', 'K04542', 'K04543', 'K04544', 'K04545', 'K04546', 'K04347', 'K04547', 'K04548', 'K04549']	[]	[]
map04713	Circadian entrainment	['K21944', 'K02633', 'K21945']	[]	[]
map04713	Circadian entrainment	['K04379']	[]	[]
map04713	Circadian entrainment	['K05262']	[]	[]
map04711	Circadian rhythm - fly	['K12074']	[]	[]
map04711	Circadian rhythm - fly	['K12074']	[]	[]
map04711	Circadian rhythm - fly	['K12074']	[]	[]
map04711	Circadian rhythm - fly	['K09057']	[]	[]
map04711	Circadian rhythm - fly	['K12114']	[]	[]
map04711	Circadian rhythm - fly	['K02296']	[]	[]
map04711	Circadian rhythm - fly	['K02223']	[]	[]
map04711	Circadian rhythm - fly	['K03083']	[]	[]
map04711	Circadian rhythm - fly	['K12074']	[]	[]
map04711	Circadian rhythm - fly	['K08960']	[]	[]
map04711	Circadian rhythm - fly	['K08960']	[]	[]
map04711	Circadian rhythm - fly	['K08960']	[]	[]
map04711	Circadian rhythm - fly	['K02633']	[]	[]
map04711	Circadian rhythm - fly	['K02633']	[]	[]
map04711	Circadian rhythm - fly	['K02633']	[]	[]
map04711	Circadian rhythm - fly	['K02633']	[]	[]
map04711	Circadian rhythm - fly	['K08960']	[]	[]
map04711	Circadian rhythm - fly	['K23643']	[]	[]
map04711	Circadian rhythm - fly	['K23625']	[]	[]
map04711	Circadian rhythm - fly	['K23644']	[]	[]
map04712	Circadian rhythm - plant	['K12127']	[]	[]
map04712	Circadian rhythm - plant	['K16221']	[]	[]
map04712	Circadian rhythm - plant	['K12134']	[]	[]
map04712	Circadian rhythm - plant	['K12133']	[]	[]
map04712	Circadian rhythm - plant	['K12128']	[]	[]
map04712	Circadian rhythm - plant	['K12129']	[]	[]
map04712	Circadian rhythm - plant	['K12130']	[]	[]
map04712	Circadian rhythm - plant	['K16222']	[]	[]
map04712	Circadian rhythm - plant	['K12135']	[]	[]
map04712	Circadian rhythm - plant	['K16223']	[]	[]
map04712	Circadian rhythm - plant	['K12115']	[]	[]
map04712	Circadian rhythm - plant	['K12124']	[]	[]
map04712	Circadian rhythm - plant	['K12131']	[]	[]
map04712	Circadian rhythm - plant	['K12116']	[]	[]
map04712	Circadian rhythm - plant	['K12124']	[]	[]
map04712	Circadian rhythm - plant	['K10143']	[]	[]
map04712	Circadian rhythm - plant	['K12125']	[]	[]
map04712	Circadian rhythm - plant	['K12124']	[]	[]
map04712	Circadian rhythm - plant	['K12118', 'K12119']	[]	[]
map04712	Circadian rhythm - plant	['K12121']	[]	[]
map04712	Circadian rhythm - plant	['K12125']	[]	[]
map04712	Circadian rhythm - plant	['K12124']	[]	[]
map04712	Circadian rhythm - plant	['K16166']	[]	[]
map04712	Circadian rhythm - plant	['K00660']	[]	[]
map04712	Circadian rhythm - plant	['K03097']	[]	[]
map04712	Circadian rhythm - plant	['K03115']	[]	[]
map04712	Circadian rhythm - plant	['K10143']	[]	[]
map04712	Circadian rhythm - plant	['K16240']	[]	[]
map04712	Circadian rhythm - plant	['K16241']	[]	[]
map04712	Circadian rhythm - plant	['K12121']	[]	[]
map04712	Circadian rhythm - plant	['K12120']	[]	[]
map04712	Circadian rhythm - plant	['K12120']	[]	[]
map04712	Circadian rhythm - plant	['K12126']	[]	[]
map04712	Circadian rhythm - plant	['K12126']	[]	[]
map04714	Thermogenesis	['K05870', 'K09048', 'K09047']	[]	[]
map04714	Thermogenesis	['K04345']	[]	[]
map04714	Thermogenesis	['K04441']	[]	[]
map04714	Thermogenesis	['K04632']	[]	[]
map04714	Thermogenesis	['K04143']	[]	[]
map04714	Thermogenesis	['K04450']	[]	[]
map04714	Thermogenesis	['K22429']	[]	[]
map04714	Thermogenesis	['K08769']	[]	[]
map04714	Thermogenesis	['K07202']	[]	[]
map04714	Thermogenesis	['K08041', 'K08042', 'K08043', 'K08044', 'K08045', 'K08046', 'K08047', 'K08048', 'K08049', 'K11265']	[]	[]
map04714	Thermogenesis	['K08769']	[]	[]
map04714	Thermogenesis	['K08530']	[]	[]
map04714	Thermogenesis	['K11416']	[]	[]
map04714	Thermogenesis	['K12323']	[]	[]
map04714	Thermogenesis	['K07376', 'K19477']	[]	[]
map04714	Thermogenesis	['K15601']	[]	[]
map04714	Thermogenesis	['K11647', 'K11648', 'K11649', 'K11650', 'K11651', 'K05692', 'K11340', 'K11652', 'K11653', 'K22198']	[]	[]
map04714	Thermogenesis	['K07188']	[]	[]
map04714	Thermogenesis	['K08768']	[]	[]
map04714	Thermogenesis	['K08765', 'K19523', 'K19524']	[]	[]
map04714	Thermogenesis	['K22411']	[]	[]
map04714	Thermogenesis	['K11450']	[]	[]
map04714	Thermogenesis	['K22429']	[]	[]
map04714	Thermogenesis	['K04373']	[]	[]
map04714	Thermogenesis	['K07206', 'K07207']	[]	[]
map04714	Thermogenesis	['K07208']	[]	[]
map04714	Thermogenesis	['K07203']	[]	[]
map04714	Thermogenesis	['K08266']	[]	[]
map04714	Thermogenesis	['K07204']	[]	[]
map04714	Thermogenesis	['K16184']	[]	[]
map04714	Thermogenesis	['K04688']	[]	[]
map04714	Thermogenesis	['K02991']	[]	[]
map04714	Thermogenesis	['K04362']	[]	[]
map04714	Thermogenesis	['K22404']	[]	[]
map04714	Thermogenesis	['K12461']	[]	[]
map04714	Thermogenesis	['K04364']	[]	[]
map04714	Thermogenesis	['K03099']	[]	[]
map04714	Thermogenesis	['K02833', 'K07827', 'K07828']	[]	[]
map04714	Thermogenesis	['K22410']	[]	[]
