KO	Modelseed_reaction
K00026	rxn04934	
K00026	rxn34245
K13332	rxn15870
K15995	rxn02052
K15996	rxn02051
K15993	rxn04312
K15994	rxn04313
K15992	rxn15616
K13330	rxn15873
K15990	rxn04311
K00060	rxn33043
K15999	rxn04364
K15999	rxn04365	
K15999	rxn04366	
K15997	rxn03820
K15998	rxn04367
K00057	rxn31786
K00057	rxn37873	
K00054	rxn37685
K00055	rxn01293	
K00055	rxn03594	
K00055	rxn03649
K00055	rxn03650	
K00055	rxn38430	
K00055	rxn38669	
K00052	rxn32091
K00052	rxn37956	
K00053	rxn31783	
K00053	rxn31982
K00053	rxn32500	
K00053	rxn32798	
K00053	rxn33637	
K00053	rxn35351	
K00050	rxn27943
K00050	rxn38885	
K00051	rxn31213
K00058	rxn31801
K00059	rxn07573	
K00059	rxn30175	
K00059	rxn31254	
K00059	rxn31255	
K00059	rxn31256	
K00059	rxn31257	
K00059	rxn38484
K00059	rxn38489	
K00059	rxn38492	
K14675	rxn15315
K14675	rxn15536	
K14676	rxn02450	
K14676	rxn06375	
K14676	rxn15365	
K14676	rxn15666
K14674	rxn01066	
K14674	rxn06088	
K14674	rxn06140	
K14674	rxn07180	
K14674	rxn07256	
K14674	rxn07264	
K14674	rxn07649	
K14674	rxn13951	
K14674	rxn15169	
K14674	rxn15315
K14674	rxn15536	
K14677	rxn30596
K00045	rxn00629
K00043	rxn38972
K00044	rxn03200	
K00044	rxn03201	
K00044	rxn14007	
K00044	rxn14276
K00044	rxn36714	
K00044	rxn36715	
K00041	rxn01857
K00042	rxn01281	
K00042	rxn34233
K00040	rxn01775
K00049	rxn27943
K00049	rxn32871	
K00049	rxn33207	
K00049	rxn38885	
K00048	rxn01305
K00048	rxn01615	
K13299	rxn04809	
K13299	rxn04810	
K13299	rxn04811	
K13299	rxn04830	
K13299	rxn04831	
K13299	rxn04832	
K13299	rxn04833	
K13299	rxn04872	
K13299	rxn04873	
K13299	rxn04886	
K13299	rxn04894	
K13299	rxn04895	
K13299	rxn04896	
K13299	rxn04903	
K13299	rxn07181	
K13299	rxn11808	
K13299	rxn15652	
K13299	rxn16246	
K13299	rxn31674
K13299	rxn31883	
K13299	rxn32152	
K13298	rxn35432	
K13298	rxn35440
K13294	rxn35432
K13296	rxn35432	
K13296	rxn35440
K15909	rxn16668
K15907	rxn16655
K03927	rxn12023	
K03927	rxn12028	
K03927	rxn12030
K03922	rxn06369	
K03922	rxn12017
K03921	rxn06369	
K03921	rxn12017
K03918	rxn00317
K14760	rxn02831
K00111	rxn28327
K01442	rxn02015	
K01442	rxn02795	
K01442	rxn02796	
K01442	rxn03094	
K01442	rxn03095
K01442	rxn04068	
K02774	rxn06934
K00112	rxn28327
K01443	rxn01484
K02773	rxn06934
K01440	rxn38280
K01441	rxn04375
K01441	rxn04383	
K01441	rxn15216	
K02771	rxn06348
K02770	rxn06348
K00117	rxn15633
K01448	rxn02875
K01449	rxn02875
K02779	rxn15363
K00115	rxn15032
K01446	rxn02875
K02778	rxn15363
K00116	rxn00935	
K00116	rxn05815	
K00116	rxn20161
K01447	rxn02875
K02777	rxn06678	
K02777	rxn06860
K02777	rxn11965	
K02777	rxn15363	
K02777	rxn15449	
K02777	rxn15746	
K00113	rxn28327
K00114	rxn03431	
K00114	rxn03517
K00114	rxn03597	
K02775	rxn06934
K12111	rxn29965
K12111	rxn35560	
K12112	rxn35560
K00100	rxn02527	
K00100	rxn19673
K01431	rxn11756	
K01431	rxn15490
K01431	rxn33392	
K02763	rxn15352
K00101	rxn35452
K01432	rxn00729
K01432	rxn03362	
K01432	rxn34212	
K01430	rxn31388
K00108	rxn05921
K01439	rxn01973
K00109	rxn15408
K00106	rxn07732
K00106	rxn07767	
K00106	rxn07768	
K00106	rxn07769	
K00106	rxn31507	
K00106	rxn31779	
K00106	rxn31882	
K00106	rxn32290	
K00106	rxn32917	
K01437	rxn00345	
K01437	rxn32757
K02769	rxn06348
K01438	rxn28377	
K01438	rxn30596
K02768	rxn06348
K00104	rxn34231
K01435	rxn00795
K00105	rxn35164
K00102	rxn30364
K01433	rxn32194
K02765	rxn15352
K00103	rxn00449
K00103	rxn02279	
K01434	rxn06112
K02764	rxn15352
K14749	rxn03740
K14747	rxn31703
K14748	rxn03740
K14746	rxn33292
K00133	rxn33374
K01464	rxn02190
K01464	rxn11755	
K01464	rxn31924	
K02796	rxn15351
K00134	rxn38113
K01465	rxn35449
K02795	rxn15351
K00131	rxn00779
K02794	rxn15351
K00132	rxn32711	
K00132	rxn34627
K02793	rxn15351
K01460	rxn01403	
K01460	rxn01404
K00130	rxn27728	
K00130	rxn33145
K02791	rxn15363	
K02791	rxn15449
K02790	rxn15363	
K02790	rxn15449
K00139	rxn31894
K00137	rxn30209
K01468	rxn01642
K00138	rxn31363
K01469	rxn30590
K02799	rxn06224
K00135	rxn01729	
K00135	rxn31894
K00135	rxn32195	
K01466	rxn19141
K02798	rxn06224
K01467	rxn07099
K14750	rxn03740
K13421	rxn11759	
K13421	rxn38243
K13421	rxn38244	
K14751	rxn03716
K13427	rxn00400
K13427	rxn14058	
K13427	rxn14091	
K14759	rxn17648
K14759	rxn19940	
K14759	rxn20471	
K14759	rxn25492	
K14756	rxn15210
K14755	rxn00659	
K14755	rxn00661	
K14755	rxn00864
K14755	rxn01463	
K14755	rxn02352	
K00122	rxn33328
K01453	rxn00044
K00123	rxn33328
K01451	rxn01037
K02783	rxn06983
K00121	rxn04726	
K00121	rxn05871	
K00121	rxn11809	
K00121	rxn11834	
K00121	rxn11838	
K00121	rxn14089	
K00121	rxn31891	
K00121	rxn32074
K00121	rxn32682	
K00121	rxn34308	
K00121	rxn38034	
K00121	rxn38318	
K00121	rxn38970	
K01452	rxn09401
K02782	rxn06983
K02781	rxn06983
K01450	rxn00455
K00128	rxn00196	
K00128	rxn02122	
K00128	rxn03598	
K00128	rxn04234	
K00128	rxn06890	
K00128	rxn11532	
K00128	rxn15053	
K00128	rxn30209
K00128	rxn31362	
K00128	rxn31371	
K00128	rxn31895	
K00128	rxn31901	
K00128	rxn32139	
K00128	rxn32516	
K00128	rxn32720	
K00128	rxn32956	
K00128	rxn33132	
K00128	rxn33432	
K00128	rxn33557	
K00128	rxn33696	
K00128	rxn34309	
K00129	rxn01841	
K00129	rxn01943	
K00129	rxn01944	
K00129	rxn02365	
K00129	rxn03336	
K00129	rxn03340	
K00129	rxn03341	
K00129	rxn03343	
K00129	rxn03344	
K00129	rxn03400
K00129	rxn11810	
K00129	rxn11811	
K00129	rxn11835	
K00129	rxn21215	
K00129	rxn28889	
K00129	rxn29989	
K00129	rxn31363	
K00129	rxn31895	
K00129	rxn33664	
K00126	rxn33328
K01457	rxn00002
K00127	rxn33328
K01458	rxn00375
K02788	rxn15459
K00124	rxn33328
K01455	rxn33524
K02787	rxn15459
K02786	rxn15459
K14727	rxn02144	
K14727	rxn02483
K14721	rxn05846	
K14721	rxn05847
K14721	rxn05848	
K14721	rxn38266	
K14730	rxn19263
K14731	rxn02663	
K14731	rxn04256	
K14731	rxn04257
K14731	rxn04259	
K14731	rxn14136	
K13400	rxn04066	
K13400	rxn17226
K13407	rxn25851	
K13407	rxn25853
K13402	rxn31923
K13401	rxn17075
K14735	rxn31826
K14732	rxn01786	
K14732	rxn01788
K14732	rxn02772	
K14732	rxn19263	
K13403	rxn31886
K13403	rxn35246	
K14733	rxn04264	
K14733	rxn16222	
K14733	rxn16226
K14733	rxn16230	
K02752	rxn06678
K02752	rxn06860	
K02750	rxn15449
K01428	rxn31388
K01429	rxn31388
K01426	rxn03869	
K01426	rxn06522	
K01426	rxn32389	
K01426	rxn38142
K01426	rxn38278	
K01426	rxn38702	
K01427	rxn31388
K01424	rxn30618
K01425	rxn01153	
K01425	rxn30680
K02753	rxn06678
K02753	rxn06860	
K02749	rxn15449
K02747	rxn15728
K02746	rxn15728
K02745	rxn15728
K02744	rxn11879
K02744	rxn15728	
K00197	rxn15962
K00198	rxn07824
K00198	rxn33380	
K00195	rxn33380
K00196	rxn07824
K00196	rxn33380	
K00193	rxn15962
K00194	rxn15962
K00192	rxn33380
K00188	rxn13962	
K00188	rxn14109	
K00188	rxn14152
K00189	rxn13962	
K00189	rxn14109	
K00189	rxn14152
K00186	rxn13962	
K00186	rxn14109	
K00186	rxn14152
K00187	rxn13962	
K00187	rxn14109	
K00187	rxn14152
K13497	rxn32242
K13497	rxn38043	
K13497	rxn38274	
K13496	rxn37777
K13499	rxn06741	
K13499	rxn07241
K13498	rxn28082
K13498	rxn33706	
K13493	rxn07864
K13492	rxn38377
K13495	rxn38379
K13494	rxn01528
K01490	rxn32251
K13479	rxn31779	
K13479	rxn32917
K01486	rxn00926
K00156	rxn02253
K01487	rxn33256
K00153	rxn15991
K01484	rxn33730
K01485	rxn00717
K01485	rxn01025	
K01485	rxn02090	
K00151	rxn03055
K00152	rxn32767
K01483	rxn27429
K01480	rxn33452
K00150	rxn37888
K00150	rxn38113	
K13480	rxn31779	
K13480	rxn32917
K00157	rxn01920	
K00157	rxn11559	
K00157	rxn11592	
K00157	rxn11876
K00157	rxn11895	
K00157	rxn11917	
K00157	rxn31765	
K00157	rxn31931	
K00157	rxn33777	
K01488	rxn31942	
K01488	rxn32204
K00158	rxn00152
K01489	rxn01800	
K01489	rxn11749
K01489	rxn33463	
K12155	rxn27034	
K12155	rxn27035
K12154	rxn23781	
K12154	rxn27031	
K12154	rxn27032
K12154	rxn27033	
K12154	rxn27034	
K12154	rxn27035	
K13485	rxn35436
K12156	rxn14273
K13482	rxn31779	
K13482	rxn32917
K13481	rxn31779	
K13481	rxn32917
K12153	rxn14209	
K12153	rxn16422	
K12153	rxn16423
K12153	rxn16424	
K12153	rxn16425	
K13484	rxn35436
K13484	rxn35444	
K13483	rxn31779	
K13483	rxn32917
K00145	rxn30339
K01476	rxn31988
K01473	rxn02281
K00143	rxn02224	
K00143	rxn06675	
K00143	rxn06802
K01474	rxn02281
K00140	rxn00671	
K00140	rxn23817	
K00140	rxn35548
K00140	rxn37807	
K01471	rxn02468
K00141	rxn00957
K00141	rxn03601	
K00141	rxn03934	
K00141	rxn03935	
K00141	rxn07482	
K00141	rxn19224	
K01470	rxn01374
K00148	rxn33272
K01479	rxn01639
K00149	rxn02122	
K00149	rxn15053	
K00149	rxn30209
K00149	rxn31362	
K00149	rxn31371	
K00149	rxn31895	
K00149	rxn31901	
K00149	rxn32139	
K00149	rxn32516	
K00149	rxn32720	
K00149	rxn32956	
K00149	rxn33132	
K00149	rxn33432	
K00149	rxn33557	
K00149	rxn33696	
K00146	rxn29989
K01477	rxn35433
K00147	rxn34567
K01478	rxn33448
K00177	rxn31312
K00175	rxn31312
K00175	rxn35453	
K00176	rxn31312
K00174	rxn31312
K00174	rxn35453	
K00171	rxn07824
K00171	rxn14178	
K00171	rxn35453	
K00172	rxn07824
K00172	rxn14178	
K00172	rxn35453	
K00170	rxn07824
K00170	rxn14178	
K00170	rxn35453	
K00166	rxn06031
K00166	rxn07433	
K00166	rxn07435	
K00166	rxn30541	
K00166	rxn31250	
K00166	rxn35549	
K00166	rxn35551	
K00166	rxn35553	
K00166	rxn35554	
K01497	rxn32287
K00167	rxn06031
K00167	rxn07433	
K00167	rxn07435	
K00167	rxn30541	
K00167	rxn31250	
K00167	rxn35549	
K00167	rxn35551	
K00167	rxn35553	
K00167	rxn35554	
K01498	rxn32932
K00164	rxn17745	
K00164	rxn31217	
K00164	rxn31227	
K00164	rxn31243	
K00164	rxn33618
K01495	rxn00302	
K01495	rxn03174	
K01495	rxn03419
K01495	rxn03421	
K01496	rxn30697
K00162	rxn30418	
K00162	rxn31361	
K00162	rxn34254
K00162	rxn38276	
K01493	rxn31917
K00163	rxn30418	
K00163	rxn31361	
K00163	rxn34254
K00163	rxn38276	
K01494	rxn00407	
K01494	rxn32567
K01491	rxn32777
K01491	rxn35246	
K00161	rxn30418	
K00161	rxn31361	
K00161	rxn34254
K00161	rxn38276	
K01492	rxn27692	
K01492	rxn32750
K01492	rxn35343	
K01499	rxn37980
K00169	rxn07824
K00169	rxn14178	
K00169	rxn35453	
K13552	rxn15850
K13551	rxn15849
K13554	rxn15852
K13553	rxn15851
K13550	rxn15848
K13559	rxn15859	
K13559	rxn15860
K13556	rxn31550
K13555	rxn15853
K13557	rxn15858
K00232	rxn07678	
K00232	rxn07682	
K00232	rxn07686	
K00232	rxn07724
K00232	rxn07740	
K00232	rxn31412	
K00232	rxn31439	
K00232	rxn31441	
K00232	rxn31451	
K00232	rxn35691	
K00232	rxn35692	
K00232	rxn35693	
K01563	rxn03596	
K01563	rxn03668	
K01563	rxn03669	
K01563	rxn07484	
K01563	rxn07485
K01563	rxn20040	
K01563	rxn20041	
K00230	rxn16331
K01561	rxn03599
K00231	rxn11593
K00231	rxn31241	
K01560	rxn03599
K01569	rxn34248
K00239	rxn30643
K00236	rxn30643
K00237	rxn30643
K01568	rxn31361	
K01568	rxn31365
K00234	rxn30643
K00235	rxn30643
K13563	rxn15863
K13562	rxn03974	
K13562	rxn13939
K12234	rxn16236
K12234	rxn16237	
K13565	rxn25233
K13564	rxn15864
K13561	rxn15862
K13560	rxn15861
K12235	rxn32319
K13566	rxn24177	
K13566	rxn31885
K00222	rxn07314	
K00222	rxn37890
K00220	rxn27772	
K00220	rxn33078
K00227	rxn07317	
K00227	rxn15679	
K00227	rxn33738	
K00227	rxn35629
K00228	rxn25989
K00225	rxn31398
K00225	rxn31523	
K01556	rxn00728	
K01556	rxn01930	
K01556	rxn02767
K00226	rxn38082
K01557	rxn00801
K00223	rxn17223
K01555	rxn38106
K13534	rxn15315
K13534	rxn15536	
K13535	rxn15906
K00254	rxn31423
K01585	rxn35371
K00255	rxn31439	
K00255	rxn31441	
K00255	rxn31451	
K00255	rxn35691	
K00255	rxn35692	
K00255	rxn35693
K01586	rxn27788
K00252	rxn01802	
K00252	rxn06172
K01583	rxn35371
K00253	rxn27956
K01584	rxn35371
K01581	rxn31977
K00251	rxn01588	
K00251	rxn02039	
K00251	rxn02070	
K00251	rxn02636	
K00251	rxn03291	
K00251	rxn03294	
K00251	rxn06132	
K00251	rxn14099	
K00251	rxn14291
K01582	rxn20057
K01580	rxn00346	
K01580	rxn01231	
K01580	rxn01784	
K01580	rxn34786
K01589	rxn05114
K00259	rxn00278
K01587	rxn37546	
K01587	rxn38026
K00257	rxn03129
K00257	rxn15480	
K01588	rxn05115
K13541	rxn03513	
K13541	rxn04047	
K13541	rxn30256
K13540	rxn02775	
K13540	rxn03513	
K13540	rxn04047	
K13540	rxn14270
K13543	rxn31104	
K13543	rxn35413
K13542	rxn31104	
K13542	rxn35413
K13549	rxn15847
K13548	rxn15846
K13545	rxn24417
K13544	rxn13971
K13547	rxn15844
K13547	rxn15845	
K13546	rxn15772
K01574	rxn00995
K00244	rxn30643
K01575	rxn15383
K00241	rxn30643
K01572	rxn00162
K00242	rxn30643
K01573	rxn00162
K00240	rxn30643
K01571	rxn00162
K00249	rxn06691	
K00249	rxn14277	
K00249	rxn15392	
K00249	rxn27956	
K00249	rxn31412	
K00249	rxn31439	
K00249	rxn31441	
K00249	rxn31451	
K00249	rxn32155	
K00249	rxn35691	
K00249	rxn35692	
K00249	rxn35693
K00247	rxn30643
K01578	rxn32740
K00248	rxn14277	
K00248	rxn15392	
K00248	rxn31412	
K00248	rxn31413	
K00248	rxn35693
K01579	rxn00346
K00245	rxn30643
K01576	rxn01294
K01576	rxn01933	
K00246	rxn30643
K01577	rxn01395
K13510	rxn05968	
K13510	rxn06379	
K13510	rxn15904	
K13510	rxn33108
K13516	rxn15902
K13515	rxn05968
K13515	rxn06706	
K13515	rxn15903	
K13517	rxn06140	
K13517	rxn06706	
K13517	rxn14402
K13517	rxn15903	
K13512	rxn05968
K13512	rxn06686	
K13512	rxn06706	
K13512	rxn15903	
K13512	rxn15904	
K13512	rxn33108	
K13511	rxn15905
K13514	rxn15904
K13513	rxn06140	
K13513	rxn14402
K13513	rxn15902	
K13513	rxn15904	
K13513	rxn15905	
K02851	rxn08040
K01520	rxn32257
K13519	rxn05968	
K13519	rxn06140	
K13519	rxn06706	
K13519	rxn14402
K13519	rxn15902	
K13519	rxn15903	
K13519	rxn15904	
K13519	rxn33108	
K02858	rxn32814
K01525	rxn35438
K01523	rxn19898
K01524	rxn33412
K01521	rxn06041
K01522	rxn35437
K01518	rxn00133	
K01518	rxn00714	
K01518	rxn02020	
K01518	rxn32324
K01519	rxn01962	
K01519	rxn02518	
K01519	rxn11771	
K01519	rxn32148	
K01519	rxn32257
K01519	rxn32974	
K01519	rxn33568	
K13523	rxn06140	
K13523	rxn14402	
K13523	rxn15902
K13522	rxn35310
K13522	rxn35311	
K13524	rxn02926	
K13524	rxn27867
K13524	rxn28267	
K01517	rxn00620	
K01517	rxn28560
K01514	rxn33412
K01515	rxn28560
K01512	rxn01034	
K01512	rxn34191	
K01512	rxn34196
K01513	rxn00367	
K01513	rxn00463	
K01513	rxn02154	
K01513	rxn02176	
K01513	rxn05763	
K01513	rxn29978	
K01513	rxn33436
K01513	rxn33891	
K01513	rxn38181	
K01510	rxn00116	
K01510	rxn00366	
K01510	rxn00513	
K01510	rxn01511	
K01510	rxn30413	
K01510	rxn33337	
K01510	rxn33663	
K01510	rxn38233	
K01510	rxn38234	
K01510	rxn38239	
K01510	rxn38240	
K01510	rxn38241
K01511	rxn00116
K01511	rxn30413	
K01511	rxn33663	
K00210	rxn33078
K00211	rxn31750
K00218	rxn02716
K00218	rxn28309	
K00216	rxn38076
K00217	rxn02141	
K00217	rxn02142	
K00217	rxn04663	
K00217	rxn06904	
K00217	rxn07595
K00217	rxn15999	
K00217	rxn16000	
K00217	rxn16085	
K00217	rxn16086	
K00214	rxn01722	
K00214	rxn35376
K00215	rxn27815
K00215	rxn27816	
K00212	rxn01582	
K00212	rxn01584	
K00212	rxn02384	
K00212	rxn14177	
K00212	rxn14179
K00212	rxn16257	
K00212	rxn32876	
K00213	rxn07318	
K00213	rxn07323
K00213	rxn32529	
K00213	rxn38682	
K00209	rxn23000	
K00209	rxn25745
K00209	rxn25746	
K00209	rxn25749	
K00209	rxn31253	
K00209	rxn31272	
K00209	rxn31275	
K00209	rxn31277	
K13507	rxn05901	
K13507	rxn14401
K13506	rxn05901	
K13506	rxn14401
K13501	rxn28082
K13501	rxn32242	
K13501	rxn33706	
K13501	rxn38043	
K13500	rxn06741	
K13500	rxn07241
K13503	rxn32242
K13503	rxn38043	
K00200	rxn06294	
K00200	rxn07849
K13509	rxn06140	
K13509	rxn14402
K13508	rxn05901	
K13508	rxn07173
K13508	rxn14401	
K00207	rxn11754
K00207	rxn27484	
K00207	rxn37706	
K00208	rxn25720	
K00208	rxn25745
K00208	rxn25746	
K00208	rxn25749	
K00208	rxn30116	
K00208	rxn31253	
K00208	rxn31272	
K00208	rxn31275	
K00208	rxn31277	
K00208	rxn31887	
K00208	rxn34709	
K00208	rxn34710	
K00208	rxn34716	
K00208	rxn34717	
K00208	rxn34718	
K00208	rxn37889	
K00205	rxn06294	
K00205	rxn07849
K00203	rxn06294	
K00203	rxn07849
K00204	rxn06294	
K00204	rxn07849
K00201	rxn06294	
K00201	rxn07849
K00202	rxn06294	
K00202	rxn07849
K01533	rxn38233
K12298	rxn01066	
K12298	rxn15315
K12298	rxn15536	
K12297	rxn07214
K00276	rxn01715	
K00276	rxn02828	
K00276	rxn04140	
K00276	rxn04571	
K00276	rxn19157	
K00276	rxn27000	
K00276	rxn33386
K00276	rxn33822	
K00274	rxn01715	
K00274	rxn03195	
K00274	rxn03342	
K00274	rxn03358	
K00274	rxn03359	
K00274	rxn11875	
K00274	rxn12038	
K00274	rxn12039	
K00274	rxn19157	
K00274	rxn21114	
K00274	rxn21211
K00274	rxn21212	
K00274	rxn21214	
K00274	rxn21216	
K00274	rxn27000	
K00274	rxn31773	
K00274	rxn31997	
K00274	rxn33386	
K00275	rxn01251
K00275	rxn01252	
K00275	rxn31960	
K00275	rxn38693	
K00272	rxn19368
K00273	rxn01778
K00273	rxn02071	
K00273	rxn02091	
K00273	rxn02946	
K00273	rxn05110	
K00273	rxn38888	
K00270	rxn00487	
K00270	rxn16671
K00271	rxn00901
K00271	rxn01045	
K00278	rxn20003	
K00278	rxn32053
K00279	rxn06952
K00265	rxn27887
K00265	rxn27889	
K01596	rxn00305
K01596	rxn00519	
K00266	rxn27887
K00266	rxn27889	
K01597	rxn00829
K00263	rxn00804
K00263	rxn01045	
K00263	rxn01573	
K01594	rxn01231
K01594	rxn01784	
K00264	rxn27888
K01595	rxn32421
K00261	rxn19827	
K00261	rxn27887
K01592	rxn01499
K01592	rxn31401	
K00262	rxn27887
K01593	rxn00497	
K01593	rxn01499	
K01593	rxn01948
K01593	rxn03360	
K01593	rxn31401	
K01593	rxn32690	
K01590	rxn32347
K00260	rxn19827
K01591	rxn38244
K01598	rxn02341
K01599	rxn27432	
K01599	rxn35415
K12249	rxn01657
K00299	rxn07204	
K00299	rxn13939
K00296	rxn00403
K00297	rxn31870
K00297	rxn35346	
K00294	rxn03424	
K00294	rxn31682	
K00294	rxn31683
K00294	rxn32901	
K00294	rxn33563	
K00294	rxn33820	
K00295	rxn31886
K00293	rxn01663
K12254	rxn02273	
K12254	rxn30209
K12253	rxn02274
K12256	rxn14077
K12255	rxn01462
K12250	rxn01656
K12252	rxn11731
K12251	rxn00853
K00290	rxn00510
K12259	rxn17248
K00287	rxn01601	
K00287	rxn01602	
K00287	rxn12649	
K00287	rxn14120	
K00287	rxn30104	
K00287	rxn32434
K00288	rxn31923
K00288	rxn32777	
K00288	rxn35246	
K00285	rxn05991
K00285	rxn16335	
K00286	rxn30397	
K00286	rxn30398
K00286	rxn38909	
K00286	rxn38910	
K00283	rxn19763	
K00283	rxn30384
K00284	rxn31383
K00281	rxn19763	
K00281	rxn30384
K00282	rxn19763	
K00282	rxn30384
K00289	rxn00688
K02819	rxn11965
K02818	rxn11965
K02817	rxn11965
K02815	rxn06578
K02814	rxn06578
K02813	rxn06578
K02812	rxn06578
K02810	rxn15604
K02809	rxn15604
K02808	rxn15604
K02804	rxn15535
K02803	rxn15535
K02802	rxn15535
K02800	rxn06224
K01509	rxn38233
K01505	rxn33042
K01501	rxn00388	
K01501	rxn03870	
K01501	rxn15274
K01501	rxn15410	
K01501	rxn31354	
K01501	rxn38356	
K01502	rxn32150
K02829	rxn16334
K02828	rxn16334
K02827	rxn16334
K02826	rxn16334
K02825	rxn29942
K02822	rxn07486
K02821	rxn07486
K12344	rxn01583	
K12344	rxn06174	
K12344	rxn14322
K12343	rxn01583	
K12343	rxn06174	
K12343	rxn14322
K12349	rxn15216
K13677	rxn06869
K12345	rxn01583	
K12345	rxn06174	
K12345	rxn14322
K12348	rxn15216
K13679	rxn05800	
K13679	rxn31314
K01684	rxn02173
K00354	rxn05797
K01685	rxn01122
K01682	rxn33231	
K01682	rxn33789	
K01682	rxn34304	
K01682	rxn35518
K01681	rxn33231	
K01681	rxn34304	
K01681	rxn35518
K00357	rxn01313
K00357	rxn01314	
K01689	rxn37953
K00355	rxn06429	
K00355	rxn11156	
K00355	rxn11994
K01686	rxn03885
K01687	rxn27818	
K01687	rxn32553
K01687	rxn35527	
K12353	rxn01844
K12352	rxn01844
K12355	rxn03970	
K12355	rxn03971	
K12355	rxn05142
K12355	rxn05143	
K12354	rxn01844
K12351	rxn01844
K12350	rxn01844
K11029	rxn35429	
K11029	rxn35443
K12357	rxn15443
K12356	rxn01888
K12356	rxn02575	
K12356	rxn02815	
K01673	rxn37640
K01674	rxn37640
K01672	rxn37640
K01670	rxn32205
K01679	rxn33856
K01677	rxn33856
K01678	rxn33856
K01676	rxn33856
K12320	rxn35443
K14984	rxn16240
K12322	rxn35443
K12321	rxn35443
K13659	rxn16580
K13658	rxn16582
K12324	rxn35443
K12323	rxn35443
K13657	rxn16581
K14985	rxn11529
K13656	rxn16485
K00376	rxn06246
K00374	rxn14173	
K00374	rxn14358
K00374	rxn16339	
K00371	rxn14173	
K00371	rxn14358
K00371	rxn16339	
K00372	rxn14173	
K00372	rxn14358
K00370	rxn14173	
K00370	rxn14358
K00370	rxn16339	
K11001	rxn31479
K11002	rxn31479
K12339	rxn02246
K12338	rxn04402	
K12338	rxn07113	
K12338	rxn07664
K12338	rxn07701	
K00364	rxn00837
K01695	rxn30979	
K01695	rxn33281	
K01695	rxn33994
K00365	rxn31539
K00365	rxn35447	
K01696	rxn30979	
K01696	rxn33281	
K01696	rxn33994
K00362	rxn14028
K01693	rxn30708
K00363	rxn14028
K01694	rxn33994
K00360	rxn14358
K01692	rxn02949	
K01692	rxn04274	
K01692	rxn04275	
K01692	rxn07882	
K01692	rxn32064	
K01692	rxn32636
K01692	rxn34630	
K01692	rxn34728	
K01692	rxn34729	
K01692	rxn34730	
K01692	rxn34731	
K01692	rxn34732	
K01692	rxn34733	
K01692	rxn35541	
K01692	rxn37816	
K01692	rxn37861	
K01690	rxn15296
K00368	rxn05890
K00368	rxn35316	
K01699	rxn15325
K00366	rxn32447
K01697	rxn03380	
K01697	rxn05909	
K01697	rxn30635
K00367	rxn05894
K01698	rxn28081
K00319	rxn03079
K12305	rxn00116
K12305	rxn30413	
K12305	rxn33663	
K12308	rxn07043
K12304	rxn00116
K12304	rxn30413	
K12304	rxn33663	
K01640	rxn07879	
K01640	rxn27937
K00310	rxn06547
K01641	rxn30395
K12309	rxn15402	
K12309	rxn15484	
K12309	rxn31532	
K12309	rxn35560
K00317	rxn06020
K00317	rxn06177	
K01648	rxn33092
K01649	rxn30151
K00315	rxn06017
K01646	rxn00265
K00316	rxn06061	
K00316	rxn34581
K01647	rxn34204
K01644	rxn00265
K00314	rxn05870
K01643	rxn00265
K12311	rxn31549
K00308	rxn15944	
K00308	rxn30748
K01639	rxn15267
K12317	rxn28256
K12317	rxn32595	
K12317	rxn33488	
K13648	rxn06879
K12316	rxn28256
K12316	rxn32595	
K12316	rxn33488	
K13647	rxn06370
K12319	rxn35443
K12318	rxn35443
K13644	rxn05971	
K13644	rxn06092	
K13644	rxn06652	
K13644	rxn06811	
K13644	rxn06812	
K13644	rxn07100	
K13644	rxn07266	
K13644	rxn32862
K14976	rxn02627	
K14976	rxn03475
K12312	rxn31549
K14977	rxn32842
K13646	rxn02423
K13646	rxn06370	
K13646	rxn06708	
K14974	rxn24314
K13645	rxn06370
K14975	rxn03476	
K14975	rxn16239
K01630	rxn01990	
K01630	rxn02346
K00306	rxn20016
K00306	rxn31075	
K01637	rxn38159
K00307	rxn20772
K01638	rxn34244
K00304	rxn31075
K01635	rxn00787
K00305	rxn31075
K00302	rxn31075
K01633	rxn30368
K00303	rxn31075
K01634	rxn04374	
K01634	rxn32683
K01631	rxn00783
K00301	rxn31075
K14940	rxn16238
K13610	rxn02935
K14941	rxn16234
K01662	rxn27845
K01663	rxn19830
K01661	rxn32673
K01668	rxn00521
K02999	rxn05846	
K02999	rxn05847
K02999	rxn05848	
K02999	rxn38266	
K01666	rxn00540
K01667	rxn00473
K01664	rxn20499
K01665	rxn20499
K14959	rxn06515	
K14959	rxn06804	
K14959	rxn27929	
K14959	rxn31454
K13622	rxn15942
K13621	rxn15942	
K13621	rxn15943
K13624	rxn31826
K13623	rxn15943
K00320	rxn03085
K01652	rxn27667	
K01652	rxn30334	
K01652	rxn31361	
K01652	rxn31792	
K01652	rxn33164	
K01652	rxn33391
K01652	rxn34626	
K01659	rxn32739
K00326	rxn33697
K01657	rxn32242
K01657	rxn38043	
K01658	rxn32242
K01658	rxn38043	
K00324	rxn32580
K01655	rxn30391
K00325	rxn32580
K01656	rxn32242
K01656	rxn33706	
K01656	rxn38043	
K00322	rxn32580
K01653	rxn27667	
K01653	rxn30334	
K01653	rxn31361	
K01653	rxn31792	
K01653	rxn33164	
