ko	rxn	ModelSeed_ID
K11532	R04779	rxn15493
K11532	R04780	rxn15494
K11532	R09084	rxn15952
K11532	R02073	rxn15298
K04041	R04779	rxn15493
K04041	R04780	rxn15494
K04041	R09084	rxn15952
K04041	R02073	rxn15298
K01622	R04779	rxn15493
K01622	R04780	rxn15494
K01622	R09084	rxn15952
K01622	R02073	rxn15298
K01068	R04779	rxn15493
K01068	R04780	rxn15494
K01068	R09084	rxn15952
K01068	R02073	rxn15298
K00895	R04779	rxn15493
K00895	R04780	rxn15494
K00895	R09084	rxn15952
K00895	R02073	rxn15298
K09838	R06947	rxn04756
K09838	R07178	rxn04962
K09839	R06947	rxn04756
K09839	R07178	rxn04962
K02294	R09747	rxn16595
K02294	R07558	rxn07389
K02294	R07559	rxn07390
K15746	R09747	rxn16595
K15746	R07558	rxn07389
K15746	R07559	rxn07390
K22492	R09747	rxn16595
K22492	R07558	rxn07389
K22492	R07559	rxn07390
K23037	R09747	rxn16595
K23037	R07558	rxn07389
K23037	R07559	rxn07390
K15747	R09747	rxn16595
K15747	R07558	rxn07389
K15747	R07559	rxn07390
K09838	R06946	rxn04755
K09838	R07179	rxn04963
K09839	R06946	rxn04755
K09839	R07179	rxn04963
K09840	R06953	rxn04762
K09841	R06954	rxn04763
K09842	R06957	rxn04766
K14595	R07575	rxn07406
K07249	R02123	rxn01529
K07249	R02125	rxn01531
K00157	R02123	rxn01529
K00157	R02125	rxn01531
K00515	R00032	rxn00025
K13951	R02124	rxn01530
K13951	R08379	rxn11890
K13980	R02124	rxn01530
K13980	R08379	rxn11890
K13952	R02124	rxn01530
K13952	R08379	rxn11890
K13953	R02124	rxn01530
K13953	R08379	rxn11890
K00001	R02124	rxn01530
K00001	R08379	rxn11890
K00121	R02124	rxn01530
K00121	R08379	rxn11890
K11146	R02124	rxn01530
K11146	R08379	rxn11890
K11147	R02124	rxn01530
K11147	R08379	rxn11890
K11148	R02124	rxn01530
K11148	R08379	rxn11890
K11149	R02124	rxn01530
K11149	R08379	rxn11890
K11150	R02124	rxn01530
K11150	R08379	rxn11890
K11151	R02124	rxn01530
K11151	R08379	rxn11890
K11152	R02124	rxn01530
K11152	R08379	rxn11890
K11153	R02124	rxn01530
K11153	R08379	rxn11890
K11161	R02124	rxn01530
K11161	R08379	rxn11890
K11154	R02124	rxn01530
K11154	R08379	rxn11890
K15734	R02124	rxn01530
K15734	R08379	rxn11890
K13369	R02124	rxn01530
K13369	R08379	rxn11890
K00514	R09656	rxn16499
K00514	R09658	rxn16501
K01904	R01616	rxn01182
K00660	R01613	rxn01179
K01859	R02446	rxn01769
K05280	R06537	rxn04392
K13077	R02445	rxn01768
K13077	R12278	
K23179	R02445	rxn01768
K23179	R12278	
K23180	R02445	rxn01768
K23180	R12278	
K01904	R01943	rxn01427
K00588	R01942	rxn01426
K01904	R02194	rxn01571
K09753	R02193	rxn01570
K01904	R06583	rxn04437
K09753	R06569	rxn04423
K00588	R06578	rxn04432
K01904	R02221	rxn01590
K09753	R02220	rxn01589
K13066	R03366	rxn02414
K09755	R07440	rxn02554
K13066	R02379	rxn01712
K00083	R02593	rxn01887
K22395	R02593	rxn01887
K00430	R02596	rxn06186
K11188	R02596	rxn06186
K03782	R02596	rxn06186
K09755	R06572	rxn04426
K13066	R06576	rxn04430
K00083	R03918	rxn02758
K22395	R03918	rxn02758
K00430	R03919	rxn06530
K11188	R03919	rxn06530
K03782	R03919	rxn06530
K18383	R05772	rxn04024
K13082	R03123	rxn02238
K13082	R06540	rxn04395
K05277	R03123	rxn02238
K05277	R06540	rxn04395
K05277	R04276	rxn02979
K05278	R03126	rxn02241
K05278	R13068	
K26176	R03126	rxn02241
K26176	R13068	
K05280	R06538	rxn04393
K08967	R07363	rxn05091
K01705	R04371	rxn03034
K16792	R04371	rxn03034
K16793	R04371	rxn03034
K09011	R07399	rxn05109
K01703	R03898	rxn02751
K01704	R03898	rxn02751
K00052	R00994	rxn00735
K01752	R00220	rxn00165
K01754	R00220	rxn00165
K17989	R00220	rxn00165
K00814	R00369	rxn00272
K00814	R00396	rxn00278
K00814	R00400	rxn00282
K14260	R00258	rxn00191
K14260	R00369	rxn00272
K14260	R00396	rxn00278
K14260	R00400	rxn00282
K14272	R00369	rxn00272
K14272	R00396	rxn00278
K14272	R00400	rxn00282
K00830	R00258	rxn00191
K00830	R00369	rxn00272
K00830	R00396	rxn00278
K00830	R00400	rxn00282
K00827	R00258	rxn00191
K00827	R00369	rxn00272
K00827	R00396	rxn00278
K00827	R00400	rxn00282
K00259	R00258	rxn00191
K00259	R00369	rxn00272
K00259	R00396	rxn00278
K00259	R00400	rxn00282
K19244	R00258	rxn00191
K19244	R00369	rxn00272
K19244	R00396	rxn00278
K19244	R00400	rxn00282
K00874	R01541	rxn01123
K18126	R01541	rxn01123
K09021	R09982	rxn16828
K09020	R09947	rxn16794
K09018	R09936	rxn16776
K09024	R09936	rxn16776
K00207	R00977	rxn00719
K00207	R00978	rxn00720
K17722	R00977	rxn00719
K17722	R00978	rxn00720
K17723	R00977	rxn00719
K17723	R00978	rxn00720
K16066	R09289	rxn16149
K09019	R09289	rxn16149
K01087	R02778	rxn02004
K16055	R02778	rxn02004
K05342	R00010	rxn00007
K05342	R02727	
K01194	R00010	rxn00007
K01194	R02727	
K22934	R00010	rxn00007
K22934	R02727	
K01617	R02602	rxn01894
K10702	R05138	rxn03486
K00647	R10119	rxn40018
K09458	R10119	rxn40018
K00208	R10118	rxn40017
K02372	R10117	rxn40016
K00059	R10116	rxn40015
K00647	R10115	rxn40014
K09458	R10115	rxn40014
K02169	R09543	rxn16385
K01794	R04104	rxn06590
K01136	R07821	rxn39875
K01217	R07822	rxn39876
K01135	R07823	rxn39877
K01197	R07824	rxn39878
K01197	R07825	rxn39879
K11816	R10181	rxn28899
K08094	R09780	rxn16622
K13831	R09780	rxn16622
K01785	R10619	rxn40368
K18074	R05148	rxn03490
K18075	R05148	rxn03490
K18077	R05148	rxn03490
K17222	R10151	rxn40040
K17223	R10151	rxn40040
K17224	R10151	rxn40040
K17225	R10151	rxn40040
K22622	R10151	rxn40040
K17226	R10151	rxn40040
K17227	R10151	rxn40040
K01251	R00192	rxn00141
K00035	R01094	rxn00810
K00035	R01097	rxn00813
K22215	R01094	rxn00810
K22215	R01097	rxn00813
K05343	R01557	rxn15225
K01620	R00751	rxn00541
K01895	R00925	rxn00674
K01895	R00920	rxn00669
K01895	R00928	rxn00677
K01908	R00925	rxn00674
K01908	R00920	rxn00669
K01908	R00928	rxn00677
K01026	R00925	rxn00674
K01026	R00920	rxn00669
K01905	R00925	rxn00674
K01905	R00920	rxn00669
K01905	R00928	rxn00677
K22224	R00925	rxn00674
K22224	R00920	rxn00669
K22224	R00928	rxn00677
K24012	R00925	rxn00674
K24012	R00920	rxn00669
K24012	R00928	rxn00677
K05823	R02733	rxn01972
K00841	R04467	rxn03086
K00674	R04365	rxn03031
K00821	R04475	rxn03087
K14267	R04475	rxn03087
K01439	R02734	rxn01973
K10206	R07613	rxn07441
K00446	R00816	rxn00587
K07104	R00816	rxn00587
K00480	R05632	rxn03906
K05549	R05621	rxn03897
K05549	R05622	rxn03898
K05550	R05621	rxn03897
K05550	R05622	rxn03898
K05784	R05621	rxn03897
K05784	R05622	rxn03898
K05783	R00813	rxn00584
K00480	R00818	rxn00589
K00152	R02941	rxn02107
K14585	R05136	rxn03484
K14584	R05137	rxn03485
K14583	R04117	rxn02878
K14582	R04115	rxn02877
K14579	R02968	rxn02125
K14580	R02968	rxn02125
K14578	R02968	rxn02125
K14581	R02968	rxn02125
K05549	R08100	rxn07889
K05550	R08100	rxn07889
K05784	R08100	rxn07889
K11943	R05843	rxn06984
K11944	R05843	rxn06984
K18257	R04151	rxn02899
K11945	R05650	rxn03922
K11946	R05648	rxn03920
K11947	R05649	rxn03921
K10217	R02762	rxn01993
K09880	R07395	rxn05107
K16054	R07395	rxn05107
K04120	R02068	rxn01490
K20657	R02068	rxn01490
K12921	R06305	rxn04179
K12927	R06298	rxn15607
K14041	R06298	rxn15607
K14042	R06298	rxn15607
K18113	R06298	rxn15607
K05280	R03124	rxn02239
K09846	R07527	rxn07358
K09844	R07528	rxn07359
K09846	R07529	rxn07360
K09845	R07520	rxn15684
K09846	R07521	rxn07352
K09844	R07522	rxn07353
K09845	R07523	rxn15685
K09846	R07524	rxn07355
K09847	R07525	rxn07356
K09847	R07526	rxn07357
K24277	R12626	
K09840	R06952	rxn04761
K03783	R01273	rxn00942
K03783	R02294	rxn01646
K03784	R01273	rxn00942
K03784	R02294	rxn01646
K01240	R01273	rxn00942
K01240	R02294	rxn01646
K10524	R02323	rxn01670
K10524	R02324	rxn01671
K06211	R02323	rxn01670
K06211	R02324	rxn01671
K01081	R02323	rxn01670
K01081	R02324	rxn01671
K19970	R02323	rxn01670
K19970	R02324	rxn01671
K11751	R02323	rxn01670
K11751	R02324	rxn01671
K03787	R02323	rxn01670
K03787	R02324	rxn01671
K02566	R02323	rxn01670
K02566	R02324	rxn01671
K08693	R02323	rxn01670
K08693	R02324	rxn01671
K18550	R02323	rxn01670
K18550	R02324	rxn01671
K18551	R02323	rxn01670
K18551	R02324	rxn01671
K06210	R00103	rxn00076
K06210	R00137	rxn00105
K19785	R00103	rxn00076
K19785	R00137	rxn00105
K06211	R00103	rxn00076
K06211	R00137	rxn00105
K00952	R00103	rxn00076
K00952	R00137	rxn00105
K13522	R00103	rxn00076
K13522	R00137	rxn00105
K00969	R00103	rxn00076
K00969	R00137	rxn00105
K01513	R00103	rxn00076
K01513	R00137	rxn00105
K04765	R00103	rxn00076
K04765	R00137	rxn00105
K03426	R00103	rxn00076
K03426	R00137	rxn00105
K03462	R01271	rxn00941
K03783	R02295	rxn01647
K03783	R10046	rxn39982
K03784	R02295	rxn01647
K03784	R10046	rxn39982
K01240	R02295	rxn01647
K01240	R10046	rxn39982
K10524	R03346	rxn02400
K10524	R03347	rxn02401
K01081	R03346	rxn02400
K01081	R03347	rxn02401
K19970	R03346	rxn02400
K19970	R03347	rxn02401
K11751	R03346	rxn02400
K11751	R03347	rxn02401
K03787	R03346	rxn02400
K03787	R03347	rxn02401
K02566	R03346	rxn02400
K02566	R03347	rxn02401
K08693	R03346	rxn02400
K08693	R03347	rxn02401
K18550	R03346	rxn02400
K18550	R03347	rxn02401
K18551	R03346	rxn02400
K18551	R03347	rxn02401
K10757	R02158	rxn01557
K10757	R13065	
K05349	R02158	rxn01557
K05349	R13065	
K05350	R02158	rxn01557
K05350	R13065	
K03079	R03244	rxn02321
K08322	R10848	
K00128	R02957	rxn02122
K14085	R02957	rxn02122
K00149	R02957	rxn02122
K05308	R01538	rxn01121
K13677	R05164	rxn06869
K19005	R10849	
K01586	R00451	rxn00313
K12526	R00451	rxn00313
K19412	R10929	
K25032	R10929	
K05828	R10930	
K05829	R10931	
K05830	R10932	
K00294	R00707	rxn00503
K00294	R00708	rxn00504
K13821	R00707	rxn00503
K13821	R00708	rxn00504
K01846	R00262	rxn00195
K19268	R00262	rxn00195
K09065	R07245	rxn05012
K01438	R09107	rxn15972
K06447	R05049	rxn03422
K00840	R04217	rxn02944
K01484	R04189	rxn02927
K00673	R00832	rxn00601
K01581	R00670	rxn00470
K05831	R10933	
K00620	R00669	rxn00469
K00620	R02282	rxn01636
K14677	R00669	rxn00469
K14677	R02282	rxn01636
K01438	R00669	rxn00469
K01438	R02282	rxn01636
K20772	R00179	rxn00128
K01762	R00179	rxn00128
K05933	R07214	rxn04992
K18687	R10769	
K01179	R11307	
K19357	R11307	
K01188	R02887	rxn06272
K01188	R11308	
K05349	R02887	rxn06272
K05349	R11308	
K05350	R02887	rxn06272
K05350	R11308	
K01179	R02887	rxn06272
K01179	R11308	
K19357	R02887	rxn06272
K19357	R11308	
K01225	R02887	rxn06272
K01225	R11308	
K19668	R02887	rxn06272
K19668	R11308	
K01188	R00306	rxn00222
K05349	R00306	rxn00222
K05350	R00306	rxn00222
K01127	R06623	rxn39735
K03434	R05917	rxn39529
K05283	R05918	rxn31480
K05284	R05919	rxn31481
K07541	R05919	rxn31481
K07542	R12350	
K05285	R12351	
K05286	R05922	rxn31482
K05287	R08107	rxn39885
K05288	R08107	rxn39885
K00739	R05909	rxn39522
K09662	R05915	rxn39528
K00693	R00292	
K00750	R00292	
K16150	R00292	
K16153	R00292	
K13679	R00292	
K20812	R00292	
K00688	R02111	rxn06096
K16153	R02111	rxn06096
K01196	R02111	rxn06096
K00705	R02111	rxn06096
K22451	R02111	rxn06096
K02438	R02111	rxn06096
K01200	R02111	rxn06096
K00696	R00766	
K00699	R01383	rxn14014
K00700	R02110	rxn06095
K16149	R02110	rxn06095
K00695	R00806	rxn00579
K00692	R04194	rxn06618
K00692	R05140	
K20811	R04194	rxn06618
K20811	R05140	
K00731	R05908	rxn39521
K09653	R05908	rxn39521
K00727	R05912	rxn39525
K09662	R05912	rxn39525
K09663	R05912	rxn39525
K00727	R05910	rxn39523
K00733	R05926	rxn39535
K00734	R05927	rxn39536
K10158	R05928	rxn39537
K00746	R05929	rxn39538
K00748	R04606	rxn03159
K13499	R05932	rxn39541
K00747	R05932	rxn39541
K13500	R05932	rxn39541
K12930	R06534	rxn04389
K00697	R02737	rxn15362
K16055	R02737	rxn15362
K22337	R02737	rxn15362
K22772	R04900	rxn03351
K22772	R13063	
K05989	R04900	rxn03351
K05989	R13063	
K00694	R02889	
K01693	R03457	rxn02473
K01089	R03457	rxn02473
K00817	R03243	rxn02320
K00709	R06187	rxn39640
K00716	R06165	rxn39629
K00716	R06075	rxn39599
K07633	R06075	rxn39599
K07634	R06075	rxn39599
K07632	R06075	rxn39599
K07635	R06075	rxn39599
K00718	R06031	rxn31494
K00718	R06156	rxn31301
K00716	R06163	rxn39627
K00716	R06155	rxn39624
K00781	R06153	rxn39623
K03494	R06153	rxn39623
K00709	R06167	rxn39630
K00716	R06162	rxn39626
K00709	R06168	rxn39631
K00716	R06164	rxn39628
K13383	R05123	rxn03472
K00274	R04890	rxn03342
K15398	R09451	rxn16289
K20495	R09451	rxn16289
K01599	R04972	rxn03384
K01698	R00036	rxn00029
K01749	R00084	rxn00060
K10106	R09991	rxn16837
K05357	R09992	rxn16838
K10106	R05144	rxn12005
K05357	R03511	rxn02509
K00355	R03816	rxn11994
K03809	R03816	rxn11994
K19267	R03816	rxn11994
K23095	R04994	
K23094	R12255	
K03183	R09736	rxn16584
K17872	R11061	
K00355	R02964	rxn11156
K03809	R02964	rxn11156
K19267	R02964	rxn11156
K00548	R02289	rxn06149
K24042	R02289	rxn06149
K25221	R00946	rxn00693
K25221	R02289	rxn06149
K25915	R00946	rxn00693
K25915	R02289	rxn06149
K22101	R11719	
K17487	R10344	rxn22815
K08310	R04638	rxn03173
K19965	R04638	rxn03173
K01737	R04286	rxn02986
K17745	R09990	rxn16836
K00287	R11765	
K00072	R08208	rxn11742
K00079	R02975	rxn02132
K00072	R02975	rxn02132
K04119	R11763	
K00011	R11764	
K01724	R04734	rxn03236
K00500	R07211	rxn04989
K00500	R07212	rxn04990
K00500	R07213	rxn04991
K00501	R07211	rxn04989
K00501	R07212	rxn04990
K00501	R07213	rxn04991
K00502	R07211	rxn04989
K00502	R07212	rxn04990
K00502	R07213	rxn04991
K17488	R10348	rxn20834
K17487	R10345	rxn22816
K22100	R11072	
K03752	R11581	
K13818	R11581	
K05901	R05707	rxn03976
K05901	R09750	rxn08521
K00484	R05707	rxn03976
K00484	R09750	rxn08521
K22393	R05707	rxn03976
K22393	R09750	rxn08521
K22394	R05707	rxn03976
K22394	R09750	rxn08521
K23470	R05707	rxn03976
K23470	R09750	rxn08521
K05368	R05707	rxn03976
K05368	R09750	rxn08521
K00484	R09520	rxn08459
K00484	R09748	rxn08458
K22393	R09520	rxn08459
K22393	R09748	rxn08458
K22394	R09520	rxn08459
K22394	R09748	rxn08458
K23462	R09520	rxn08459
K23462	R09748	rxn08458
K23470	R09520	rxn08459
K23470	R09748	rxn08458
K15245	R09520	rxn08459
K15245	R09748	rxn08458
K16902	R09520	rxn08459
K16902	R09748	rxn08458
K08096	R07306	rxn05058
K03637	R11372	
K20967	R11372	
K01081	R01227	rxn00913
K01081	R01228	rxn00914
K19970	R01227	rxn00913
K19970	R01228	rxn00914
K11751	R01227	rxn00913
K11751	R01228	rxn00914
K03787	R01227	rxn00913
K03787	R01228	rxn00914
K02566	R01227	rxn00913
K02566	R01228	rxn00914
K08693	R01227	rxn00913
K08693	R01228	rxn00914
K20881	R01227	rxn00913
K20881	R01228	rxn00914
K00892	R01227	rxn00913
K00892	R01228	rxn00914
K22026	R01227	rxn00913
K22026	R01228	rxn00914
K03783	R01677	rxn01226
K03783	R02147	rxn01548
K03784	R01677	rxn01226
K03784	R02147	rxn01548
K09913	R01677	rxn01226
K09913	R02147	rxn01548
K05810	R01677	rxn01226
K05810	R02147	rxn01548
K26211	R01677	rxn01226
K26212	R01677	rxn01226
K01239	R01677	rxn01226
K01239	R02147	rxn01548
K00527	R02014	rxn05232
K00527	R11634	
K00524	R02014	rxn05232
K00524	R11634	
K21636	R02014	rxn05232
K21636	R11634	
K01495	R00428	rxn00302
K09007	R00428	rxn00302
K22391	R00428	rxn00302
K01497	R00425	rxn00300
K14652	R00425	rxn00300
K03783	R02557	rxn01859
K03784	R02557	rxn01859
K00079	R04285	rxn02985
K00011	R04285	rxn02985
K00072	R01813	rxn01324
K00357	R01793	rxn01313
K00357	R01794	rxn01314
K00760	R02142	rxn01544
K15780	R02142	rxn01544
K19836	R02142	rxn01544
K00769	R02142	rxn01544
K03816	R02142	rxn01544
K03783	R01245	rxn00927
K03783	R01561	rxn01138
K03784	R01245	rxn00927
K03784	R01561	rxn01138
K09913	R01245	rxn00927
K09913	R01561	rxn01138
K05810	R01245	rxn00927
K05810	R01561	rxn01138
K01239	R01245	rxn00927
K01239	R01561	rxn01138
K01490	R00181	rxn00130
K00524	R02017	rxn05231
K00525	R02017	rxn05231
K00526	R02017	rxn05231
K10807	R02017	rxn05231
K10808	R02017	rxn05231
K12730	R07961	rxn07751
K12730	R07962	rxn07752
K12730	R07919	rxn07709
K12731	R07961	rxn07751
K12731	R07962	rxn07752
K12731	R07919	rxn07709
K21723	R07961	rxn07751
K21723	R07962	rxn07752
K21723	R07919	rxn07709
K12729	R07917	rxn07707
K01081	R01126	rxn00831
K01081	R01131	rxn00835
K19970	R01126	rxn00831
K19970	R01131	rxn00835
K11751	R01126	rxn00831
K11751	R01131	rxn00835
K03787	R01126	rxn00831
K03787	R01131	rxn00835
K02566	R01126	rxn00831
K02566	R01131	rxn00835
K08693	R01126	rxn00831
K08693	R01131	rxn00835
K18550	R01126	rxn00831
K18550	R01131	rxn00835
K20881	R01126	rxn00831
K20881	R01131	rxn00835
K00892	R01126	rxn00831
K00892	R01131	rxn00835
K22026	R01126	rxn00831
K22026	R01131	rxn00835
K03783	R01770	rxn01299
K03783	R01863	rxn01358
K03784	R01770	rxn01299
K03784	R01863	rxn01358
K09913	R01770	rxn01299
K09913	R01863	rxn01358
K05810	R01770	rxn01299
K05810	R01863	rxn01358
K25589	R01770	rxn01299
K25589	R01863	rxn01358
K01239	R01770	rxn01299
K01239	R01863	rxn01358
K00760	R01132	rxn00836
K15780	R01132	rxn00836
K19836	R01132	rxn00836
K01939	R01135	rxn00838
K01756	R01083	rxn00800
K01081	R00183	rxn00132
K01081	R00185	rxn00134
K19970	R00183	rxn00132
K19970	R00185	rxn00134
K11751	R00183	rxn00132
K11751	R00185	rxn00134
K03787	R00183	rxn00132
K03787	R00185	rxn00134
K02566	R00183	rxn00132
K02566	R00185	rxn00134
K08693	R00183	rxn00132
K08693	R00185	rxn00134
K00856	R00183	rxn00132
K00856	R00185	rxn00134
K00759	R00182	rxn00131
K00759	R00190	rxn00139
K00759	R10836	
K01241	R00182	rxn00131
K01241	R00190	rxn00139
K01241	R10836	
K06966	R00182	rxn00131
K06966	R00190	rxn00139
K06966	R10836	
K18931	R00182	rxn00131
K18931	R00190	rxn00139
K00939	R00122	rxn00092
K00939	R00127	rxn00097
K18532	R00122	rxn00092
K18532	R00127	rxn00097
K18533	R00122	rxn00092
K18533	R00127	rxn00097
K01510	R00122	rxn00092
K01510	R00127	rxn00097
K14641	R00122	rxn00092
K14641	R00127	rxn00097
K14642	R00122	rxn00092
K14642	R00127	rxn00097
K01081	R02719	rxn01961
K19970	R02719	rxn01961
K11751	R02719	rxn01961
K03787	R02719	rxn01961
K02566	R02719	rxn01961
K08693	R02719	rxn01961
K03783	R02143	rxn01545
K03783	R02297	rxn01649
K03784	R02143	rxn01545
K03784	R02297	rxn01649
K09913	R02143	rxn01545
K09913	R02297	rxn01649
K01239	R02143	rxn01545
K01239	R02297	rxn01649
K00524	R02019	rxn05233
K00525	R02019	rxn05233
K00526	R02019	rxn05233
K10807	R02019	rxn05233
K10808	R02019	rxn05233
K00527	R02020	rxn05234
K00527	R11633	
K00524	R02020	rxn05234
K00524	R11633	
K21636	R02020	rxn05234
K21636	R11633	
K07127	R06601	rxn04453
K13484	R06601	rxn04453
K19964	R06601	rxn04453
K12731	R07920	rxn07710
K12731	R07955	rxn07745
K12731	R07956	rxn07746
K21722	R07920	rxn07710
K21722	R07955	rxn07745
K21722	R07956	rxn07746
K13939	R03067	rxn02201
K00796	R03067	rxn02201
K13941	R03067	rxn02201
K24102	R03067	rxn02201
K18974	R03067	rxn02201
K18824	R03067	rxn02201
K18825	R03067	rxn02201
K01498	R03459	rxn02475
K11752	R03459	rxn02475
K00082	R03458	rxn02474
K11752	R03458	rxn02474
K22912	R07280	rxn05039
K20860	R07280	rxn05039
K20861	R07280	rxn05039
K20862	R07280	rxn05039
K21063	R07280	rxn05039
K21064	R07280	rxn05039
K00793	R00066	rxn00048
K00861	R00548	rxn00391
K00861	R00549	rxn00392
K00861	R00550	rxn00393
K00861	R08574	rxn14039
K20884	R00548	rxn00391
K20884	R00549	rxn00392
K20884	R00550	rxn00393
K20884	R08574	rxn14039
K11753	R00548	rxn00391
K11753	R00549	rxn00392
K11753	R00550	rxn00393
K11753	R08574	rxn14039
K07732	R00548	rxn00391
K07732	R00549	rxn00392
K07732	R00550	rxn00393
K07732	R08574	rxn14039
K01078	R00548	rxn00391
K01078	R00549	rxn00392
K01078	R00550	rxn00393
K01078	R08574	rxn14039
K23458	R00548	rxn00391
K23458	R00549	rxn00392
K23458	R00550	rxn00393
K23458	R08574	rxn14039
K01093	R00548	rxn00391
K01093	R00549	rxn00392
K01093	R00550	rxn00393
K01093	R08574	rxn14039
K03788	R00548	rxn00391
K03788	R00549	rxn00392
K03788	R00550	rxn00393
K03788	R08574	rxn14039
K09474	R00548	rxn00391
K09474	R00549	rxn00392
K09474	R00550	rxn00393
K09474	R08574	rxn14039
K14379	R00548	rxn00391
K14379	R00549	rxn00392
K14379	R00550	rxn00393
K14379	R08574	rxn14039
K14394	R00548	rxn00391
K14394	R00549	rxn00392
K14394	R00550	rxn00393
K14394	R08574	rxn14039
K14410	R00548	rxn00391
K14410	R00549	rxn00392
K14410	R00550	rxn00393
K14410	R08574	rxn14039
K20860	R00548	rxn00391
K20860	R00549	rxn00392
K20860	R00550	rxn00393
K20860	R08574	rxn14039
K20861	R00548	rxn00391
K20861	R00549	rxn00392
K20861	R00550	rxn00393
K20861	R08574	rxn14039
K20862	R00548	rxn00391
K20862	R00549	rxn00392
K20862	R00550	rxn00393
K20862	R08574	rxn14039
K00953	R00160	rxn00121
K00953	R00161	rxn00122
K22949	R00160	rxn00121
K22949	R00161	rxn00122
K11753	R00160	rxn00121
K11753	R00161	rxn00122
K14656	R00160	rxn00121
K14656	R00161	rxn00122
K01513	R00160	rxn00121
K01513	R00161	rxn00122
K18453	R00160	rxn00121
K18453	R00161	rxn00122
K01495	R05046	rxn03419
K09007	R05046	rxn03419
K22391	R05046	rxn03419
K01495	R05048	rxn03421
K09007	R05048	rxn03421
K22391	R05048	rxn03421
K01495	R04639	rxn03174
K09007	R04639	rxn03174
K22391	R04639	rxn03174
K01077	R04620	rxn03167
K01113	R04620	rxn03167
K13939	R03504	rxn02504
K13940	R03504	rxn02504
K01633	R03504	rxn02504
K09739	R03504	rxn02504
K13939	R03503	rxn02503
K13940	R03503	rxn02503
K00950	R03503	rxn02503
K13941	R03503	rxn02503
K07142	R03503	rxn02503
K01930	R02237	rxn01603
K11754	R02237	rxn01603
K20457	R02237	rxn01603
K22099	R02237	rxn01603
K00287	R00936	rxn00684
K00287	R00939	rxn00686
K18589	R00936	rxn00684
K18589	R00939	rxn00686
K19643	R00936	rxn00684
K19643	R00939	rxn00686
K18590	R00936	rxn00684
K18590	R00939	rxn00686
K19644	R00936	rxn00684
K19644	R00939	rxn00686
K19645	R00936	rxn00684
K19645	R00939	rxn00686
K18591	R00936	rxn00684
K18591	R00939	rxn00686
K13998	R00936	rxn00684
K13998	R00939	rxn00686
K13938	R00936	rxn00684
K13938	R00939	rxn00686
K00287	R02235	rxn01601
K00287	R02236	rxn01602
K18589	R02235	rxn01601
K18589	R02236	rxn01602
K19643	R02235	rxn01601
K19643	R02236	rxn01602
K18590	R02235	rxn01601
K18590	R02236	rxn01602
K19644	R02235	rxn01601
K19644	R02236	rxn01602
K18591	R02235	rxn01601
K18591	R02236	rxn01602
K13998	R02235	rxn01601
K13998	R02236	rxn01602
K00287	R00937	rxn14120
K00287	R00940	rxn12649
K18589	R00937	rxn14120
K18589	R00940	rxn12649
K19643	R00937	rxn14120
K19643	R00940	rxn12649
K18590	R00937	rxn14120
K18590	R00940	rxn12649
K19644	R00937	rxn14120
K19644	R00940	rxn12649
K18591	R00937	rxn14120
K18591	R00940	rxn12649
K13998	R00937	rxn14120
K13998	R00940	rxn12649
K13939	R03066	rxn02200
K00796	R03066	rxn02200
K13941	R03066	rxn02200
K24102	R03066	rxn02200
K18974	R03066	rxn02200
K18824	R03066	rxn02200
K18825	R03066	rxn02200
K25009	R01217	rxn14396
K25009	R01224	rxn00910
K25009	R07168	rxn04954
K25004	R01217	rxn14396
K25004	R01224	rxn00910
K25004	R07168	rxn04954
K00297	R01217	rxn14396
K00297	R01224	rxn00910
K25007	R01217	rxn14396
K25007	R01224	rxn00910
K25008	R01217	rxn14396
K25008	R01224	rxn00910
K24042	R01217	rxn14396
K24042	R01224	rxn00910
K24042	R07168	rxn04954
K01746	R02302	rxn01654
K13990	R02302	rxn01654
K00603	R02729	rxn01968
K00603	R03189	rxn02283
K13990	R03189	rxn02283
K01934	R02301	rxn01653
K00603	R02301	rxn01653
K00600	R01669	rxn01223
K00600	R01225	rxn00911
K00600	R04125	rxn06600
K00600	R06613	rxn04464
K00605	R00945	rxn00692
