ko	rxn	ModelSeed_ID
K00090	R00476	rxn05851
K00090	R00717	rxn00512
K00018	R00465	rxn00324
K00018	R00475	rxn00333
K00018	R00476	rxn05851
K00018	R00717	rxn00512
K15893	R00465	rxn00324
K15893	R00475	rxn00333
K15893	R00476	rxn05851
K15893	R00717	rxn00512
K11517	R00465	rxn00324
K11517	R00475	rxn00333
K11517	R00476	rxn05851
K11517	R00717	rxn00512
K00104	R00465	rxn00324
K00104	R00475	rxn00333
K00104	R00476	rxn05851
K00104	R00717	rxn00512
K11472	R00465	rxn00324
K11472	R00475	rxn00333
K11472	R00476	rxn05851
K11472	R00717	rxn00512
K11473	R00465	rxn00324
K11473	R00475	rxn00333
K11473	R00476	rxn05851
K11473	R00717	rxn00512
K19269	R01334	rxn00980
K01091	R01334	rxn00980
K22223	R01334	rxn00980
K00248	R00919	rxn00668
K00248	R04432	rxn06691
K00248	R10161	rxn40050
K00248	R12356	
K00232	R00919	rxn00668
K00232	R04432	rxn06691
K00232	R10161	rxn40050
K00232	R12356	
K19745	R00919	rxn00668
K19745	R04432	rxn06691
K19745	R10161	rxn40050
K19745	R12356	
K20143	R00919	rxn00668
K20143	R04432	rxn06691
K20143	R10161	rxn40050
K20143	R12356	
K14469	R00919	rxn00668
K14469	R04432	rxn06691
K14469	R10161	rxn40050
K14469	R12356	
K15020	R00919	rxn00668
K15020	R04432	rxn06691
K15020	R10161	rxn40050
K15020	R12356	
K00929	R01688	rxn01236
K01689	R00658	rxn00459
K03339	R05378	rxn01176
K00619	R00259	rxn00192
K00620	R00259	rxn00192
K00618	R00259	rxn00192
K11067	R00259	rxn00192
K14681	R00259	rxn00192
K14682	R00259	rxn00192
K22476	R00259	rxn00192
K22477	R00259	rxn00192
K22478	R00259	rxn00192
K11540	R00575	rxn00414
K11541	R00575	rxn00414
K01954	R00575	rxn00414
K01955	R00575	rxn00414
K01956	R00575	rxn00414
K01687	R04441	rxn15467
K05831	R09779	rxn16621
K04835	R03696	rxn02625
K00505	R04884	rxn03337
K01827	R03673	rxn02610
K22203	R03673	rxn02610
K00129	R03300	rxn02364
K00129	R03302	rxn02365
K00146	R03300	rxn02364
K00146	R03302	rxn02365
K00864	R00841	rxn00610
K00864	R00847	rxn00615
K24189	R00841	rxn00610
K24189	R00847	rxn00615
K06116	R00841	rxn00610
K06116	R00847	rxn00615
K06117	R00841	rxn00610
K06117	R00847	rxn00615
K01254	R03057	rxn02192
K25316	R00579	rxn00417
K25317	R00579	rxn00417
K00132	R00228	rxn00171
K04072	R00228	rxn00171
K04073	R00228	rxn00171
K04021	R00228	rxn00171
K18366	R00228	rxn00171
K01431	R04666	rxn03188
K06016	R04666	rxn03188
K00223	R05641	rxn03913
K00022	R04203	rxn02933
K07514	R04203	rxn02933
K08683	R04203	rxn02933
K01825	R04203	rxn02933
K01782	R04203	rxn02933
K01595	R00341	rxn00247
K01595	R00346	rxn00252
K01595	R00431	rxn00305
K01595	R00726	rxn00519
K01596	R00341	rxn00247
K01596	R00345	rxn00251
K01596	R00346	rxn00252
K01596	R00431	rxn00305
K01596	R00726	rxn00519
K01610	R00345	rxn00251
K01610	R00346	rxn00252
K01610	R00431	rxn00305
K01610	R00726	rxn00519
K20370	R00341	rxn00247
K20370	R00345	rxn00251
K20370	R00346	rxn00252
K20370	R00431	rxn00305
K20370	R00726	rxn00519
K01571	R00217	rxn00162
K01571	R00344	rxn00250
K01571	R12212	
K20509	R00217	rxn00162
K20509	R00344	rxn00250
K20509	R12212	
K01573	R00217	rxn00162
K01573	R00344	rxn00250
K01573	R12212	
K01003	R00217	rxn00162
K01003	R00344	rxn00250
K01003	R12212	
K01958	R00217	rxn00162
K01958	R00344	rxn00250
K01958	R12212	
K01959	R00217	rxn00162
K01959	R00344	rxn00250
K01959	R12212	
K01960	R00217	rxn00162
K01960	R00344	rxn00250
K01960	R12212	
K00844	R01786	rxn15249
K00844	R01788	rxn15250
K00844	R02738	rxn06231
K00844	R02189	rxn15314
K00844	R09085	rxn15953
K12407	R01786	rxn15249
K12407	R01788	rxn15250
K12407	R02738	rxn06231
K12407	R02189	rxn15314
K12407	R09085	rxn15953
K00845	R01786	rxn15249
K00845	R01788	rxn15250
K00845	R02738	rxn06231
K00845	R02189	rxn15314
K00845	R09085	rxn15953
K25026	R01786	rxn15249
K25026	R01788	rxn15250
K25026	R02738	rxn06231
K25026	R02189	rxn15314
K25026	R09085	rxn15953
K01084	R01786	rxn15249
K01084	R01788	rxn15250
K01084	R02738	rxn06231
K01084	R02189	rxn15314
K01084	R09085	rxn15953
K00886	R01786	rxn15249
K00886	R01788	rxn15250
K00886	R02738	rxn06231
K00886	R02189	rxn15314
K00886	R09085	rxn15953
K08074	R01786	rxn15249
K08074	R01788	rxn15250
K08074	R02738	rxn06231
K08074	R02189	rxn15314
K08074	R09085	rxn15953
K00918	R01786	rxn15249
K00918	R01788	rxn15250
K00918	R02738	rxn06231
K00918	R02189	rxn15314
K00918	R09085	rxn15953
K02777	R01786	rxn15249
K02777	R01788	rxn15250
K02777	R02738	rxn06231
K02777	R02189	rxn15314
K02777	R09085	rxn15953
K02779	R01786	rxn15249
K02779	R01788	rxn15250
K02779	R02738	rxn06231
K02779	R02189	rxn15314
K02779	R09085	rxn15953
K02791	R01786	rxn15249
K02791	R01788	rxn15250
K02791	R02738	rxn06231
K02791	R02189	rxn15314
K02791	R09085	rxn15953
K20118	R01786	rxn15249
K20118	R01788	rxn15250
K20118	R02738	rxn06231
K20118	R02189	rxn15314
K20118	R09085	rxn15953
K00616	R01827	rxn29919
K13810	R01827	rxn29919
K00615	R01830	rxn15271
K01569	R00522	rxn00373
K01577	R01908	rxn01395
K22133	R01558	rxn01135
K22133	R01559	rxn01136
K01638	R00472	rxn00330
K00070	R02216	rxn01586
K00512	R08517	rxn12160
K00422	R00045	rxn00036
K01592	R02080	rxn01499
K01593	R02080	rxn01499
K00274	R02532	rxn01836
K00274	R02919	rxn02087
K00545	R02920	rxn02088
K00274	R04893	rxn03345
K00761	R00966	rxn00711
K00761	R10838	
K00761	R12955	
K02825	R00966	rxn00711
K02825	R10838	
K02825	R12955	
K06966	R00966	rxn00711
K06966	R10838	
K06966	R12955	
K18931	R00966	rxn00711
K18931	R12955	
K13800	R01665	rxn01219
K13800	R01667	rxn01221
K13809	R01665	rxn01219
K13809	R01667	rxn01221
K00945	R01665	rxn01219
K00945	R01667	rxn01221
K13799	R01665	rxn01219
K13799	R01667	rxn01221
K16904	R01665	rxn01219
K16904	R01667	rxn01221
K01493	R01663	rxn01217
K00157	R02655	rxn01918
K00157	R02657	rxn01920
K00450	R02656	rxn01919
K00832	R01731	rxn01270
K00832	R07276	rxn05036
K15849	R01731	rxn01270
K15849	R07276	rxn05036
K00220	R00732	rxn00525
K00220	R00733	rxn00526
K24018	R00732	rxn00525
K24018	R00733	rxn00526
K15226	R00732	rxn00525
K15226	R00733	rxn00526
K15227	R00732	rxn00525
K15227	R00733	rxn00526
K14454	R00729	rxn00522
K14454	R00734	rxn00527
K14454	R09254	rxn16114
K14454	R09830	rxn16671
K14455	R00729	rxn00522
K14455	R00734	rxn00527
K14455	R09254	rxn16114
K14455	R09830	rxn16671
K00811	R00729	rxn00522
K00811	R00734	rxn00527
K00811	R09254	rxn16114
K00811	R09830	rxn16671
K00812	R00729	rxn00522
K00812	R00734	rxn00527
K00812	R09254	rxn16114
K00812	R09830	rxn16671
K00813	R00729	rxn00522
K00813	R00734	rxn00527
K00813	R09254	rxn16114
K00813	R09830	rxn16671
K11358	R00729	rxn00522
K11358	R00734	rxn00527
K11358	R09254	rxn16114
K11358	R09830	rxn16671
K00815	R00729	rxn00522
K00815	R00734	rxn00527
K00815	R09254	rxn16114
K00815	R09830	rxn16671
K00817	R00729	rxn00522
K00817	R00734	rxn00527
K00817	R09254	rxn16114
K00817	R09830	rxn16671
K00832	R00729	rxn00522
K00832	R00734	rxn00527
K00832	R09254	rxn16114
K00832	R09830	rxn16671
K00838	R00729	rxn00522
K00838	R00734	rxn00527
K00838	R09254	rxn16114
K00838	R09830	rxn16671
K05821	R00729	rxn00522
K05821	R00734	rxn00527
K05821	R09254	rxn16114
K05821	R09830	rxn16671
K03334	R00729	rxn00522
K03334	R00734	rxn00527
K03334	R09254	rxn16114
K03334	R09830	rxn16671
K00270	R00729	rxn00522
K00270	R00734	rxn00527
K00270	R09254	rxn16114
K00270	R09830	rxn16671
K00431	R03539	rxn06409
K00041	R02555	rxn01857
K01812	R01983	rxn01457
K01213	R07413	rxn05122
K22933	R07413	rxn05122
K01184	R02360	rxn06156
K01051	R02362	
K09831	R07506	rxn07337
K01427	R00131	rxn00101
K01428	R00131	rxn00101
K01429	R00131	rxn00101
K01430	R00131	rxn00101
K14048	R00131	rxn00101
K00940	R02330	rxn01677
K00940	R02331	rxn01678
K18533	R02330	rxn01677
K18533	R02331	rxn01678
K01520	R02100	rxn01519
K01519	R02100	rxn01519
K00943	R02098	rxn01517
K00053	R04440	rxn03068
K00053	R05071	rxn15511
K00053	R04439	rxn15466
K23529	R05399	rxn03699
K01886	R03652	rxn06437
K02433	R03905	rxn10534
K02434	R03905	rxn10534
K02435	R03905	rxn10534
K09482	R03905	rxn10534
K03330	R03905	rxn10534
K03865	R03905	rxn10534
K01776	R00260	rxn00193
K13811	R00529	rxn00379
K13811	R00530	rxn00380
K13811	R00531	rxn00381
K00955	R00529	rxn00379
K00955	R00530	rxn00380
K00955	R00531	rxn00381
K00956	R00529	rxn00379
K00956	R00530	rxn00380
K00956	R00531	rxn00381
K00957	R00529	rxn00379
K00957	R00530	rxn00380
K00957	R00531	rxn00381
K00958	R00529	rxn00379
K00958	R00530	rxn00380
K00958	R00531	rxn00381
K00988	R00529	rxn00379
K00988	R00530	rxn00380
K00988	R00531	rxn00381
K22966	R00529	rxn00379
K22966	R00530	rxn00380
K22966	R00531	rxn00381
K01568	R00755	rxn00544
K00128	R00710	rxn00506
K00128	R00711	rxn00507
K14085	R00710	rxn00506
K14085	R00711	rxn00507
K00149	R00710	rxn00506
K00149	R00711	rxn00507
K00129	R00710	rxn00506
K00129	R00711	rxn00507
K00138	R00710	rxn00506
K00138	R00711	rxn00507
K13951	R00746	rxn00536
K13951	R00754	rxn00543
K13951	R05198	rxn03517
K13951	R09127	rxn15989
K13951	R09479	rxn16323
K13980	R00746	rxn00536
K13980	R00754	rxn00543
K13980	R05198	rxn03517
K13980	R09127	rxn15989
K13980	R09479	rxn16323
K13952	R00746	rxn00536
K13952	R00754	rxn00543
K13952	R05198	rxn03517
K13952	R09127	rxn15989
K13952	R09479	rxn16323
K13953	R00746	rxn00536
K13953	R00754	rxn00543
K13953	R05198	rxn03517
K13953	R09127	rxn15989
K13953	R09479	rxn16323
K13954	R00746	rxn00536
K13954	R00754	rxn00543
K13954	R05198	rxn03517
K13954	R09127	rxn15989
K13954	R09479	rxn16323
K00001	R00746	rxn00536
K00001	R00754	rxn00543
K00001	R05198	rxn03517
K00001	R09127	rxn15989
K00001	R09479	rxn16323
K00121	R00746	rxn00536
K00121	R00754	rxn00543
K00121	R05198	rxn03517
K00121	R09127	rxn15989
K00121	R09479	rxn16323
K04072	R00746	rxn00536
K04072	R00754	rxn00543
K04072	R05198	rxn03517
K04072	R09127	rxn15989
K04072	R09479	rxn16323
K18857	R00746	rxn00536
K18857	R00754	rxn00543
K18857	R05198	rxn03517
K18857	R09127	rxn15989
K18857	R09479	rxn16323
K00002	R00746	rxn00536
K00002	R00754	rxn00543
K00002	R05198	rxn03517
K00002	R09127	rxn15989
K00002	R09479	rxn16323
K12957	R00746	rxn00536
K12957	R00754	rxn00543
K12957	R05198	rxn03517
K12957	R09127	rxn15989
K12957	R09479	rxn16323
K13979	R00746	rxn00536
K13979	R00754	rxn00543
K13979	R05198	rxn03517
K13979	R09127	rxn15989
K13979	R09479	rxn16323
K14028	R00746	rxn00536
K14028	R00754	rxn00543
K14028	R05198	rxn03517
K14028	R09127	rxn15989
K14028	R09479	rxn16323
K14029	R00746	rxn00536
K14029	R00754	rxn00543
K14029	R05198	rxn03517
K14029	R09127	rxn15989
K14029	R09479	rxn16323
K00114	R00746	rxn00536
K00114	R00754	rxn00543
K00114	R05198	rxn03517
K00114	R09127	rxn15989
K00114	R09479	rxn16323
K04022	R00746	rxn00536
K04022	R00754	rxn00543
K04022	R05198	rxn03517
K04022	R09127	rxn15989
K04022	R09479	rxn16323
K22473	R00746	rxn00536
K22473	R00754	rxn00543
K22473	R05198	rxn03517
K22473	R09127	rxn15989
K22473	R09479	rxn16323
K22474	R00746	rxn00536
K22474	R00754	rxn00543
K22474	R05198	rxn03517
K22474	R09127	rxn15989
K22474	R09479	rxn16323
K00851	R01737	rxn01275
K25031	R01737	rxn01275
K00032	R02032	rxn01474
K00032	R02034	rxn01475
K11441	R02658	rxn01921
K01053	R01519	rxn01107
K06151	R01739	rxn01277
K06151	R01741	rxn01279
K06152	R01739	rxn01277
K06152	R01741	rxn01279
K00090	R01739	rxn01277
K00090	R01741	rxn01279
K22229	R01739	rxn01277
K22229	R01741	rxn01279
K18124	R00305	rxn15031
K18124	R06620	rxn07122
K18124	R07147	rxn04945
K18125	R00305	rxn15031
K18125	R06620	rxn07122
K18125	R07147	rxn04945
K00115	R00305	rxn15031
K00115	R06620	rxn07122
K00115	R07147	rxn04945
K19813	R00305	rxn15031
K19813	R06620	rxn07122
K19813	R07147	rxn04945
K00117	R00305	rxn15031
K00117	R06620	rxn07122
K00117	R07147	rxn04945
K21840	R01520	rxn01108
K21840	R01521	rxn01109
K21840	R01522	rxn01110
K00034	R01520	rxn01108
K00034	R01521	rxn01109
K00034	R01522	rxn01110
K22969	R01520	rxn01108
K22969	R01521	rxn01109
K22969	R01522	rxn01110
K03738	R08571	rxn14108
K03738	R10324	rxn40156
K03738	R10615	rxn40365
K18020	R08571	rxn14108
K18020	R10324	rxn40156
K18020	R10615	rxn40365
K18021	R08571	rxn14108
K18021	R10324	rxn40156
K18021	R10615	rxn40365
K18022	R08571	rxn14108
K18022	R10324	rxn40156
K18022	R10615	rxn40365
K18128	R08571	rxn14108
K18128	R10324	rxn40156
K18128	R10615	rxn40365
K11395	R08570	rxn15750
K18127	R08570	rxn15750
K01690	R02036	rxn01477
K00948	R01049	rxn00770
K00873	R00199	rxn00147
K00873	R00200	rxn00148
K00873	R00206	rxn00151
K00873	R02320	rxn01667
K12406	R00199	rxn00147
K12406	R00200	rxn00148
K12406	R00206	rxn00151
K12406	R02320	rxn01667
K01007	R00199	rxn00147
K01007	R00200	rxn00148
K01007	R00206	rxn00151
K01007	R02320	rxn01667
K01006	R00199	rxn00147
K01006	R00200	rxn00148
K01006	R02320	rxn01667
K01810	R03321	rxn02380
K06859	R03321	rxn02380
K13810	R03321	rxn02380
K15916	R03321	rxn02380
K01792	R02739	rxn01977
K01810	R02739	rxn01977
K06859	R02739	rxn01977
K13810	R02739	rxn01977
K15916	R02739	rxn01977
K01184	R01982	rxn06064
K01213	R01982	rxn06064
K03845	R06258	rxn31499
K03846	R06259	rxn31500
K03847	R06260	rxn39676
K03846	R06261	rxn31501
K08232	R00095	rxn00071
K08232	R09540	rxn16382
K00434	R00095	rxn00071
K00434	R09540	rxn16382
K00423	R00068	rxn00028
K00423	R00644	rxn00444
K00423	R01108	rxn00821
K21888	R00068	rxn00028
K21888	R00644	rxn00444
K00434	R00068	rxn00028
K00434	R00644	rxn00444
K00434	R01108	rxn00821
K12693	R03820	rxn02704
K10676	R05441	rxn03741
K00446	R05406	rxn03706
K07104	R05406	rxn03706
K00979	R03351	rxn02405
K03270	R03350	rxn02404
K01627	R03254	rxn02331
K01835	R00959	rxn00704
K15778	R00959	rxn00704
K15779	R00959	rxn00704
K09698	R03651	rxn06436
K00811	R00355	rxn00260
K00812	R00355	rxn00260
K00813	R00355	rxn00260
K11358	R00355	rxn00260
K00262	R00093	rxn00069
K00262	R00114	rxn00085
K00262	R00243	rxn00182
K00262	R00248	rxn00184
K00261	R00093	rxn00069
K00261	R00114	rxn00085
K00261	R00243	rxn00182
K00261	R00248	rxn00184
K00260	R00093	rxn00069
K00260	R00114	rxn00085
K00260	R00243	rxn00182
K00260	R00248	rxn00184
K15371	R00093	rxn00069
K15371	R00114	rxn00085
K15371	R00243	rxn00182
K15371	R00248	rxn00184
K00264	R00093	rxn00069
K00264	R00114	rxn00085
K00264	R00243	rxn00182
K00264	R00248	rxn00184
K00265	R00093	rxn00069
K00265	R00114	rxn00085
K00265	R00243	rxn00182
K00265	R00248	rxn00184
K00266	R00093	rxn00069
K00266	R00114	rxn00085
K00266	R00243	rxn00182
K00266	R00248	rxn00184
K00811	R00093	rxn00069
K00811	R00114	rxn00085
K00811	R00243	rxn00182
K00811	R00248	rxn00184
K00812	R00093	rxn00069
K00812	R00114	rxn00085
K00812	R00243	rxn00182
K00812	R00248	rxn00184
K00813	R00093	rxn00069
K00813	R00114	rxn00085
K00813	R00243	rxn00182
K00813	R00248	rxn00184
K11358	R00093	rxn00069
K11358	R00114	rxn00085
K11358	R00243	rxn00182
K11358	R00248	rxn00184
K00278	R00357	rxn00262
K03334	R00357	rxn00262
K01026	R01449	rxn01056
K01480	R01157	rxn00858
K01736	R01714	rxn01255
K01556	R00987	rxn00728
K01758	R00782	rxn00566
K17217	R00782	rxn00566
K00816	R00782	rxn00566
K01760	R00782	rxn00566
K14155	R00782	rxn00566
K22207	R00782	rxn00566
K20021	R00782	rxn00566
K01011	R03105	rxn02229
K01803	R01015	rxn00747
K20979	R08396	rxn12058
K15099	R08785	rxn14390
K23232	R08499	rxn14222
K23276	R03556	rxn02537
K13400	R03555	rxn02536
K00801	R00702	rxn00498
K06125	R05000	rxn11643
K03179	R05000	rxn11643
K06126	R08770	rxn15781
K03182	R04985	rxn11642
K03186	R04985	rxn11642
K18800	R08768	rxn14385
K00591	R08771	rxn14042
K00568	R08769	rxn14029
K03185	R12658	
K03183	R09737	rxn16585
K06127	R09737	rxn16585
K03184	R12067	
K06134	R12067	
K00011	R01787	rxn01310
K00008	R00875	rxn00634
K01805	R00878	rxn15087
K01809	R01819	rxn15270
K15916	R01819	rxn15270
K16011	R01819	rxn15270
K00251	R02215	rxn06132
K00251	R02219	rxn01588
K00037	R04845	rxn03314
K00037	R04846	rxn03315
K00038	R04847	rxn03316
K07408	R03089	rxn02215
K21801	R03089	rxn02215
K07424	R02356	rxn01696
K17689	R02356	rxn01696
K17690	R02356	rxn01696
K00044	R04681	rxn03200
K00044	R04682	rxn03201
K13368	R04681	rxn03200
K13368	R04682	rxn03201
K13369	R04681	rxn03200
K13369	R04682	rxn03201
K13370	R04681	rxn03200
K13370	R04682	rxn03201
K13373	R04681	rxn03200
K13373	R04682	rxn03201
K10251	R04681	rxn03200
K10251	R04682	rxn03201
K04709	R06527	rxn07110
K04709	R06528	rxn04383
K12348	R06527	rxn07110
K12348	R06528	rxn04383
K12349	R06527	rxn07110
K12349	R06528	rxn04383
K05848	R06527	rxn07110
K05848	R06528	rxn04383
K04713	R06525	rxn04381
K04712	R06525	rxn04381
K04713	R06526	rxn04382
K04712	R06526	rxn04382
K01810	R02740	rxn15364
K06859	R02740	rxn15364
K13810	R02740	rxn15364
K15916	R02740	rxn15364
K00601	R04325	rxn03004
K00601	R06974	rxn04783
K01492	R04325	rxn03004
K01492	R06974	rxn04783
K11175	R04325	rxn03004
K11175	R06974	rxn04783
K11787	R04325	rxn03004
K11787	R06974	rxn04783
K08289	R04325	rxn03004
K08289	R06974	rxn04783
K01952	R04463	rxn03084
K23269	R04463	rxn03084
K23264	R04463	rxn03084
K23265	R04463	rxn03084
K23270	R04463	rxn03084
K01945	R04144	rxn02895
K11787	R04144	rxn02895
K11788	R04144	rxn02895
K13713	R04144	rxn02895
K00431	R03208	rxn02295
K00431	R03973	rxn06542
K00431	R03953	rxn02779
K01895	R00229	rxn00172
K01895	R00235	rxn00175
K01913	R00229	rxn00172
K01913	R00235	rxn00175
K01905	R00229	rxn00172
K01905	R00235	rxn00175
K22224	R00229	rxn00172
K22224	R00235	rxn00175
K24012	R00229	rxn00172
K24012	R00235	rxn00175
K18010	R09071	rxn15941
K13606	R09069	rxn15939
K13606	R09070	rxn15940
K04040	R09067	rxn15937
K04040	R09068	rxn15938
K08099	R09067	rxn15937
K08099	R09068	rxn15938
K13606	R08914	rxn14031
K13606	R08915	rxn14224
K13606	R08204	rxn11738
K13600	R08914	rxn14031
K13600	R08915	rxn14224
K13600	R08204	rxn11738
K13600	R08203	rxn11737
K02229	R05217	rxn03532
K05934	R05180	rxn03513
K13540	R05180	rxn03513
K13541	R05180	rxn03513
K05936	R05181	rxn03514
K02228	R05219	rxn03534
K05895	R05150	rxn03492
K00595	R05149	rxn03491
K06042	R05177	rxn03512
K02224	R05224	rxn06887
K02230	R05227	rxn03542
K09882	R05227	rxn03542
K09883	R05227	rxn03542
K03394	R03948	rxn02775
K13540	R03948	rxn02775
K02302	R03947	rxn02774
K02304	R03947	rxn02774
K24866	R03947	rxn02774
K02302	R02864	rxn02056
K02304	R02864	rxn02056
K03794	R02864	rxn02056
K02190	R05807	rxn04045
K03795	R05807	rxn04045
K22011	R05807	rxn04045
K03394	R05808	rxn14270
K13540	R05808	rxn14270
K05936	R05810	rxn04048
K02189	R07772	rxn07586
K13541	R07772	rxn07586
K02188	R07773	rxn07587
K05895	R05812	rxn04050
K02191	R07774	rxn07588
K00595	R07774	rxn07588
K03399	R07775	rxn07589
K00595	R07775	rxn07589
K06042	R05814	rxn04052
K02224	R05815	rxn06979
K13786	R05218	rxn11650
K00486	R01960	rxn01438
K00816	R01286	rxn15166
K00816	R01290	rxn15167
K00816	R10305	rxn40142
K01760	R01286	rxn15166
K01760	R01290	rxn15167
K01760	R10305	rxn40142
K14155	R01286	rxn15166
K14155	R01290	rxn15167
K14155	R10305	rxn40142
K17216	R01286	rxn15166
K17216	R01290	rxn15167
K17216	R10305	rxn40142
K01697	R01286	rxn15166
K01697	R10305	rxn40142
K10150	R01286	rxn15166
K10150	R10305	rxn40142
K01132	R07806	rxn39865
K01137	R07808	rxn39866
K12373	R07809	rxn31533
K12373	R07810	rxn31534
K02369	R05930	rxn39539
K02370	R05930	rxn39539
K02366	R05935	rxn39544
K02367	R05935	rxn39544
K02368	R05936	rxn39545
K02370	R05936	rxn39545
K07964	R07811	rxn39867
K07965	R07811	rxn39867
K01565	R07814	rxn39870
K10532	R07815	rxn31535
K01205	R07816	rxn31536
K01195	R07818	rxn39872
K01137	R07819	rxn39873
K00232	R07896	rxn07686
K01706	R02752	rxn01989
K01707	R02279	rxn01634
K13876	R02278	rxn01633
K01046	R02687	rxn39352
K12298	R02687	rxn39352
K16816	R02687	rxn39352
K13534	R02687	rxn39352
K14073	R02687	rxn39352
K14074	R02687	rxn39352
K14075	R02687	rxn39352
K14076	R02687	rxn39352
K22283	R02687	rxn39352
K14452	R02687	rxn39352
K22284	R02687	rxn39352
K14674	R02687	rxn39352
K14675	R02687	rxn39352
K17900	R02687	rxn39352
K01738	R00897	rxn00649
K13034	R00897	rxn00649
K10150	R00897	rxn00649
K17069	R00897	rxn00649
K00401	R04541	rxn03127
K00402	R04541	rxn03127
K00399	R04541	rxn03127
K00400	R04541	rxn03127
K03421	R04541	rxn03127
K03422	R04541	rxn03127
K00440	R03025	rxn06299
K00441	R03025	rxn06299
K00442	R03025	rxn06299
K00443	R03025	rxn06299
K00320	R04464	rxn03085
K00200	R03015	rxn06294
K00201	R03015	rxn06294
K00202	R03015	rxn06294
K00203	R03015	rxn06294
K00204	R03015	rxn06294
K00205	R03015	rxn06294
K11260	R03015	rxn06294
K11261	R03015	rxn06294
K00672	R03390	rxn02431
K01499	R03464	rxn02480
K00319	R04455	rxn06696
K00319	R04456	rxn03079
K00319	R08059	rxn07848
K13942	R04455	rxn06696
K13942	R04456	rxn03079
K13942	R08059	rxn07848
K00300	R04455	rxn06696
K00300	R04456	rxn03079
K00300	R08059	rxn07848
K10714	R04455	rxn06696
K10714	R04456	rxn03079
K10714	R08059	rxn07848
K22480	R04540	rxn03126
K22480	R11928	
K22480	R11931	
K22480	R11943	
K22480	R11944	
K22481	R04540	rxn03126
K22481	R11928	
K22481	R11931	
K22481	R11943	
K22481	R11944	
K22482	R04540	rxn03126
K22482	R11928	
K22482	R11931	
K22482	R11943	
K22482	R11944	
K03388	R04540	rxn03126
K03388	R11928	
K03388	R11931	
K03388	R11943	
K03388	R11944	
K03389	R04540	rxn03126
K03389	R11928	
K03389	R11931	
K03389	R11943	
K03389	R11944	
K03390	R04540	rxn03126
K03390	R11928	
K03390	R11931	
K03390	R11943	
K03390	R11944	
K08264	R04540	rxn03126
K08264	R11928	
K08264	R11931	
K08264	R11943	
K08264	R11944	
K08265	R04540	rxn03126
K08265	R11928	
K08265	R11931	
K08265	R11943	
K08265	R11944	
K14126	R04540	rxn03126
K14126	R11928	
K14126	R11931	
K14126	R11943	
K14126	R11944	
K14128	R04540	rxn03126
K14128	R11928	
K14128	R11931	
K14128	R11943	
K14128	R11944	
K14127	R04540	rxn03126
K14127	R11928	
K14127	R11931	
K14127	R11943	
K14127	R11944	
K22516	R04540	rxn03126
K22516	R11928	
K22516	R11931	
K22516	R11943	
K22516	R11944	
K00125	R04540	rxn03126
K00125	R11928	
K00125	R11931	
K00125	R11943	
K00125	R11944	
K01681	R01325	rxn00974
K01682	R01325	rxn00974
K00031	R01899	rxn01387
K00025	R00342	rxn00248
K00025	R00361	rxn05815
K00026	R00342	rxn00248
K00026	R00361	rxn05815
K00024	R00342	rxn00248
K00024	R00361	rxn05815
K00116	R00342	rxn00248
K00116	R00361	rxn05815
K00031	R00267	rxn00198
K00031	R00709	rxn00505
K00030	R00267	rxn00198
K00030	R00709	rxn00505
K01681	R01900	rxn01388
K01682	R01900	rxn01388
K00031	R00268	rxn00199
K01902	R00405	rxn00285
K01902	R00432	rxn00306
K01902	R00727	rxn00520
K01902	R10343	rxn25164
K01903	R00405	rxn00285
K01903	R00432	rxn00306
K01903	R00727	rxn00520
K01903	R10343	rxn25164
K01899	R00405	rxn00285
K01899	R00432	rxn00306
K01899	R00727	rxn00520
K01899	R10343	rxn25164
K01900	R00405	rxn00285
K01900	R00432	rxn00306
K01900	R00727	rxn00520
K01900	R10343	rxn25164
K18118	R00405	rxn00285
K18118	R00432	rxn00306
K18118	R00727	rxn00520
K00164	R08549	rxn08094
K00164	R01197	rxn14048
K00658	R08549	rxn08094
K00658	R01197	rxn14048
K00382	R08549	rxn08094
K00382	R01197	rxn14048
K01616	R08549	rxn08094
K01616	R01197	rxn14048
K00174	R08549	rxn08094
K00174	R01197	rxn14048
K00175	R08549	rxn08094
K00175	R01197	rxn14048
K00176	R08549	rxn08094
K00176	R01197	rxn14048
K00177	R08549	rxn08094
K00177	R01197	rxn14048
K01676	R01082	rxn00799
K01679	R01082	rxn00799
K01677	R01082	rxn00799
K01678	R01082	rxn00799
K01675	R01082	rxn00799
K01774	R01082	rxn00799
K05546	R05981	rxn39574
K24182	R04779	rxn15493
K24182	R04780	rxn15494
K24182	R09084	rxn15952
K24182	R02073	rxn15298
K00850	R04779	rxn15493
K00850	R04780	rxn15494
K00850	R09084	rxn15952
K00850	R02073	rxn15298
K16370	R04779	rxn15493
K16370	R04780	rxn15494
K16370	R09084	rxn15952
K16370	R02073	rxn15298
K21071	R04779	rxn15493
K21071	R04780	rxn15494
K21071	R09084	rxn15952
K21071	R02073	rxn15298
K00918	R04779	rxn15493
K00918	R04780	rxn15494
K00918	R09084	rxn15952
K00918	R02073	rxn15298
K03841	R04779	rxn15493
K03841	R04780	rxn15494
K03841	R09084	rxn15952
K03841	R02073	rxn15298
K02446	R04779	rxn15493
K02446	R04780	rxn15494
K02446	R09084	rxn15952
K02446	R02073	rxn15298
